"Triplet","CancerTypes","Count"
"miR-141-3p/miR-429/GREB1L","THYM",1
"miR-141-5p/miR-363-3p/ADRB1","KICH",1
"miR-142-3p/miR-204-5p/CDC6","OV",1
"miR-142-3p/miR-431-5p/NFIB","SKCM",1
"miR-142-3p/miR-624-5p/PCDH10","PCPG",1
"miR-142-5p/miR-935/MAP9","ESCA",1
"miR-143-3p/miR-100-5p/GATM","SARC",1
"miR-143-3p/miR-542-3p/QKI","UVM",1
"miR-143-5p/miR-193b-3p/PRRC2A","SKCM",1
"miR-144-3p/miR-29b-2-5p/MLEC","MESO",1
"miR-144-5p/miR-501-3p/SOD2","SARC",1
"miR-145-3p/miR-424-5p/SLC6A8","UVM",1
"miR-145-5p/miR-181c-5p/ADAM17","MESO",1
"miR-145-5p/miR-181c-5p/ADD3","SKCM",1
"miR-145-5p/miR-181c-5p/TAOK1","MESO",1
"miR-145-5p/miR-362-3p/ASPH","BLCA",1
"miR-146b-5p/miR-148a-3p/CYBRD1","DLBC",1
"miR-148a-3p/miR-370-3p/LTBP1","SARC",1
"miR-148a-5p/miR-889-3p/CYP1B1","SARC",1
"miR-149-3p/miR-130b-3p/SESN2","UCS",1
"miR-149-3p/miR-665/IKZF3","TGCT",1
"miR-149-3p/miR-665/TCF23","TGCT",1
"miR-149-5p/miR-142-3p/ZFPM1","SKCM",1
"miR-149-5p/miR-181c-5p/SLC19A2","SKCM",1
"miR-149-5p/miR-19a-3p/FZD5","CESC",1
"miR-149-5p/miR-766-3p/AHNAK","OV",1
"miR-150-3p/miR-320b/PNN","DLBC",1
"miR-153-3p/miR-29b-1-5p/ITPR1","ESCA",1
"miR-154-5p/miR-410-3p/NABP1","UCS",1
"miR-155-5p/miR-223-3p/FOXO3","SKCM",1
"miR-335-3p/miR-3187-3p/VCAN","UCS",1
"miR-335-5p/miR-130b-5p/NR4A1","BLCA",1
"miR-335-5p/miR-17-5p/BTN3A3","UCS",1
"miR-335-5p/miR-26b-5p/CCND2","STAD",1
"miR-335-5p/miR-301a-3p/MYC","ESCA",1
"miR-335-5p/miR-383-5p/MACF1","UVM",1
"miR-338-5p/miR-7-5p/HOXA10","LGG",1
"miR-339-5p/miR-129-5p/HSPA9","DLBC",1
"miR-339-5p/miR-431-5p/ZNF285","STAD",1
"miR-339-5p/miR-940/TNFAIP3","SKCM",1
"miR-33a-3p/miR-338-3p/SESN1","SARC",1
"miR-33a-3p/miR-9-5p/TAOK1","KICH",1
"miR-33a-5p/miR-139-5p/PTGFRN","SARC",1
"miR-33a-5p/miR-324-5p/BNC2","LUAD",1
"miR-33a-5p/miR-377-3p/SP1","ACC",1
"miR-33a-5p/miR-424-5p/BCL11A","STAD",1
"miR-33a-5p/miR-676-3p/ARID5B","PCPG",1
"miR-33b-5p/miR-194-5p/ZNF680","ACC",1
"miR-340-5p/miR-224-5p/IGF1R","KIRC",1
"miR-340-5p/miR-616-5p/ZMAT3","KIRC",1
"miR-342-3p/miR-223-5p/CYP4F11","LIHC",1
"miR-345-5p/miR-107/CDKN1A","LGG",1
"miR-345-5p/miR-455-5p/ZNFX1","SARC",1
"miR-34a-3p/miR-148a-3p/MET","UCEC",1
"miR-34a-3p/miR-505-5p/NT5DC3","DLBC",1
"miR-34a-5p/let-7g-3p/ACTB","SKCM",1
"miR-34a-5p/miR-1292-5p/SPTBN2","SKCM",1
"miR-34a-5p/miR-181d-5p/MIDEAS","KICH",1
"miR-34a-5p/miR-19a-3p/PWP2","SKCM",1
"miR-34a-5p/miR-30b-3p/BVES","READ",1
"miR-34c-3p/miR-146b-3p/PER1","KIRP",1
"miR-3613-3p/miR-335-5p/ITM2A","BLCA",1
"miR-3615/miR-335-5p/CACNG8","BRCA",1
"miR-362-3p/miR-20a-5p/ARL4C","SKCM",1
"miR-21-3p/miR-589-3p/RAPH1","LIHC",1
"miR-155-5p/miR-22-5p/ASAP1","SKCM",1
"miR-362-3p/miR-26b-5p/CHIC1","STAD",1
"miR-589-3p/miR-93-5p/NFATC3","SKCM",1
"let-7a-2-3p/miR-30a-5p/KLF4","THYM",1
"let-7b-5p/let-7c-5p/DYNC1LI2","UVM",1
"let-7b-5p/miR-3613-3p/APLF","UCS",1
"let-7b-5p/miR-525-5p/MXD1","THYM",1
"let-7c-5p/let-7e-5p/ZFHX2","SARC",1
"let-7c-5p/miR-185-5p/SYT7","SARC",1
"let-7c-5p/miR-199b-5p/PARP1","UCS",1
"let-7c-5p/miR-19a-3p/C1RL","BLCA",1
"let-7c-5p/miR-204-5p/IGF2BP3","SARC",1
"let-7c-5p/miR-589-3p/HMGA1","UCEC",1
"let-7f-1-3p/miR-15b-5p/AMOTL1","SARC",1
"let-7f-5p/miR-192-5p/UBASH3B","KIRC",1
"let-7f-5p/miR-19a-3p/CFL2","ESCA",1
"let-7f-5p/miR-335-5p/PTPN14","ESCA",1
"let-7f-5p/miR-455-3p/SMG1","LUAD",1
"let-7g-3p/miR-744-3p/TUBB4B","SKCM",1
"miR-101-3p/miR-130a-3p/DCUN1D3","SKCM",1
"miR-101-5p/miR-301a-3p/OSMR","SKCM",1
"miR-101-5p/miR-33b-5p/CCDC88A","READ",1
"miR-103a-2-5p/miR-24-1-5p/IL21R","LGG",1
"miR-103a-2-5p/miR-421/EPHA7","BLCA",1
"miR-106a-5p/miR-105-5p/PPP1R3B","SARC",1
"miR-106a-5p/miR-141-5p/TGFBR3","ACC",1
"miR-106a-5p/miR-19a-3p/CCND2","SKCM",1
"miR-106a-5p/miR-20b-5p/GPR157","DLBC",1
"miR-106a-5p/miR-301b-3p/ITGB8","UCS",1
"miR-106a-5p/miR-34a-5p/RPS6KA3","KICH",1
"miR-106a-5p/miR-454-3p/MAP7","SKCM",1
"miR-106a-5p/miR-582-5p/CPS1","HNSC",1
"miR-106a-5p/miR-940/PALM2AKAP2","ESCA",1
"miR-106b-5p/miR-27b-3p/VCAN","SARC",1
"miR-106b-5p/miR-424-5p/SOD2","SARC",1
"miR-107/miR-133a-3p/COL1A1","LGG",1
"miR-10a-3p/miR-362-5p/NFIA","KIRP",1
"miR-1179/miR-501-3p/PTPRK","PCPG",1
"miR-1224-5p/miR-335-5p/OAS2","TGCT",1
"miR-1226-3p/miR-582-5p/SLC39A10","TGCT",1
"miR-1228-3p/miR-940/RNF125","READ",1
"miR-1228-5p/miR-20a-5p/CLU","OV",1
"miR-1229-3p/miR-2110/CDKN1A","SKCM",1
"miR-1229-3p/miR-22-5p/MKI67","LGG",1
"miR-1229-3p/miR-3200-3p/COL27A1","UVM",1
"miR-124-3p/miR-101-5p/KIAA0040","LGG",1
"miR-1248/miR-7-5p/NOTCH2","READ",1
"miR-125a-3p/miR-17-5p/F2RL3","BLCA",1
"miR-125a-3p/miR-625-5p/ZBTB37","ESCA",1
"miR-125b-2-3p/let-7c-5p/NOTCH2","DLBC",1
"miR-125b-2-3p/let-7c-5p/VAV3","UVM",1
"miR-125b-2-3p/miR-21-3p/RICTOR","SARC",1
"miR-125b-2-3p/miR-30b-3p/AKAP10","SARC",1
"miR-125b-5p/miR-10a-5p/B3GNT5","BLCA",1
"miR-125b-5p/miR-142-5p/HERPUD1","KICH",1
"miR-125b-5p/miR-192-5p/APC","STAD",1
"miR-125b-5p/miR-376c-3p/SOX4","THYM",1
"miR-125b-5p/miR-409-3p/ABL2","SKCM",1
"miR-125b-5p/miR-497-5p/NEGR1","THYM",1
"miR-125b-5p/miR-519c-3p/SOX4","THYM",1
"miR-1269a/miR-29c-3p/PLAG1","TGCT",1
"miR-1269a/miR-548o-3p/OPHN1","TGCT",1
"miR-1270/miR-32-3p/FAT3","BLCA",1
"miR-1271-5p/miR-141-3p/SMG1","TGCT",1
"miR-1277-3p/miR-200b-3p/BIRC3","SARC",1
"miR-128-3p/miR-520a-3p/UNKL","THYM",1
"miR-1287-5p/miR-223-3p/SESN3","ACC",1
"miR-1287-5p/miR-326/NPDC1","SKCM",1
"miR-1287-5p/miR-628-3p/ZNF711","SARC",1
"miR-129-5p/miR-138-5p/ADAMTS5","ESCA",1
"miR-129-5p/miR-30b-3p/KATNAL1","DLBC",1
"miR-129-5p/miR-429/UGCG","HNSC",1
"miR-129-5p/miR-431-5p/FGD4","ESCA",1
"miR-129-5p/miR-577/FNDC3B","PAAD",1
"miR-129-5p/miR-625-3p/ACVR2B","SARC",1
"miR-129-5p/miR-769-3p/STC2","COAD",1
"miR-1304-5p/miR-195-5p/FRS2","MESO",1
"miR-1307-3p/miR-34a-5p/HPSE","READ",1
"miR-1307-3p/miR-766-3p/HES4","SARC",1
"miR-130a-3p/miR-182-5p/SLC35D1","SKCM",1
"miR-130a-3p/miR-26a-5p/CELSR1","SARC",1
"miR-130a-3p/miR-29b-3p/TRPS1","BLCA",1
"miR-130a-3p/miR-320c/PARP14","SARC",1
"miR-130a-3p/miR-335-5p/MEOX2","BLCA",1
"miR-130a-3p/miR-520a-5p/SPOPL","THYM",1
"miR-130a-3p/miR-616-5p/TRPS1","BLCA",1
"miR-130a-3p/miR-93-5p/CLEC12B","STAD",1
"miR-130a-5p/let-7c-5p/THBS1","HNSC",1
"miR-130a-5p/let-7f-5p/MYOF","SARC",1
"miR-130a-5p/miR-18a-5p/RNF213","UCS",1
"miR-130a-5p/miR-196a-5p/DSEL","THYM",1
"miR-130a-5p/miR-219a-1-3p/TNFAIP3","SARC",1
"miR-130b-3p/miR-125b-2-3p/DGKH","SARC",1
"miR-130b-3p/miR-125b-2-3p/ITGB1","SARC",1
"miR-130b-3p/miR-17-5p/SIK1","STAD",1
"miR-130b-3p/miR-204-5p/PIK3CB","ACC",1
"miR-130b-3p/miR-20a-5p/ATP6V0E1","UCS",1
"miR-130b-3p/miR-301a-3p/GPRC5A","UCEC",1
"miR-130b-3p/miR-301b-3p/CD274","UCS",1
"miR-130b-3p/miR-301b-3p/OSMR","SARC",1
"miR-130b-3p/miR-335-5p/MBNL1","TGCT",1
"miR-130b-3p/miR-429/DLC1","ESCA",1
"miR-130b-5p/miR-196b-5p/PEG10","THYM",1
"miR-130b-5p/miR-33a-5p/ONECUT3","ESCA",1
"miR-130b-5p/miR-34c-3p/FOXO1","UCS",1
"miR-130b-5p/miR-377-5p/RNF145","THYM",1
"miR-132-3p/miR-200b-3p/ZEB2","SARC",1
"miR-133a-3p/miR-29b-3p/COL1A1","LGG",1
"miR-133b/miR-149-5p/PTPRK","UCS",1
"miR-135b-5p/miR-2355-3p/IGF2BP1","LUSC",1
"miR-136-5p/miR-27b-5p/KMT2A","SKCM",1
"miR-138-1-3p/miR-296-3p/SPTAN1","SKCM",1
"miR-138-5p/miR-19a-3p/CCND1","SKCM",1
"miR-138-5p/miR-30b-5p/SOCS3","DLBC",1
"miR-139-3p/miR-221-5p/IGF2BP1","CESC",1
"miR-139-5p/miR-221-5p/ZC3H11A","CHOL",1
"miR-139-5p/miR-582-3p/SFT2D2","CHOL",1
"miR-1-3p/miR-155-5p/TFPI","CESC",1
"miR-1-3p/miR-335-5p/LIFR","SKCM",1
"miR-140-3p/miR-335-5p/PITPNC1","UVM",1
"miR-141-3p/miR-141-5p/SEC23A","UCS",1
"miR-141-3p/miR-182-5p/BRD3","UCS",1
"miR-141-3p/miR-200a-3p/ACADSB","UCS",1
"miR-141-3p/miR-200a-3p/GREB1L","THYM",1
"miR-141-3p/miR-378a-3p/TMEM154","HNSC",1
"miR-141-3p/miR-421/EPHA7","BLCA",1
"miR-141-3p/miR-539-5p/ENPP5","MESO",1
"miR-141-5p/miR-129-5p/WNT5A","KIRP",1
"miR-141-5p/miR-429/CBX5","CHOL",1
"miR-142-3p/miR-203a-3p/CASK","ACC",1
"miR-142-3p/miR-21-5p/CPS1","UVM",1
"miR-142-3p/miR-493-5p/RAB3IP","KIRC",1
"miR-142-3p/miR-582-3p/FNDC3A","SARC",1
"miR-142-5p/miR-188-3p/PPP2CB","UVM",1
"miR-142-5p/miR-3934-5p/PIK3C2A","SKCM",1
"miR-143-3p/miR-143-5p/PSD3","UVM",1
"miR-143-3p/miR-195-5p/RAB11FIP1","PCPG",1
"miR-143-5p/miR-1301-3p/LDHA","SARC",1
"miR-144-3p/miR-141-3p/BTAF1","THYM",1
"miR-145-3p/miR-3913-5p/DESI1","SARC",1
"miR-145-5p/miR-130b-5p/PLXNB2","SARC",1
"miR-145-5p/miR-17-5p/GOLM1","STAD",1
"miR-145-5p/miR-196b-5p/NAP1L1","UVM",1
"miR-145-5p/miR-362-3p/CSRNP3","UVM",1
"miR-1468-5p/miR-940/CCND2","STAD",1
"miR-146a-5p/miR-125b-5p/VEGFA","ACC",1
"miR-146a-5p/miR-146b-5p/STMN3","STAD",1
"miR-146a-5p/miR-301b-3p/MAPRE3","UCEC",1
"miR-146a-5p/miR-629-3p/GPM6B","KIRC",1
"miR-146b-5p/miR-129-5p/KLF9","LIHC",1
"miR-146b-5p/miR-146a-5p/TPD52","CHOL",1
"miR-146b-5p/miR-185-3p/COL5A2","CESC",1
"miR-148a-3p/miR-363-3p/CDK5R1","HNSC",1
"miR-148a-5p/miR-410-3p/CYP1B1","SARC",1
"miR-148a-5p/miR-542-3p/CYP1B1","SARC",1
"miR-331-5p/miR-183-5p/OTUD4","DLBC",1
"miR-331-5p/miR-183-5p/SOD2","DLBC",1
"miR-20b-3p/miR-424-5p/TMEM101","UCS",1
"miR-20b-5p/miR-106a-5p/NBL1","THYM",1
"miR-335-3p/let-7f-1-3p/BASP1","ACC",1
"miR-335-3p/miR-29a-3p/C12orf4","SKCM",1
"miR-149-3p/miR-30c-2-3p/QPCTL","UCS",1
"miR-149-3p/miR-541-3p/NFIC","UCS",1
"miR-532-3p/miR-1-3p/AXL","SARC",1
"miR-532-3p/miR-188-3p/MAFK","CHOL",1
"miR-532-5p/miR-96-5p/PTPRJ","UCS",1
"miR-335-3p/miR-429/CPEB4","TGCT",1
"miR-335-5p/miR-192-5p/CORO2B","BLCA",1
"miR-335-5p/miR-199b-3p/VLDLR","BLCA",1
"miR-20b-5p/miR-142-3p/SIK1","KICH",1
"miR-20b-5p/miR-214-5p/CPT1A","KICH",1
"miR-539-5p/miR-200c-3p/FKBP5","TGCT",1
"miR-539-5p/miR-214-3p/FN1","SARC",1
"miR-335-5p/miR-27a-5p/LRRC32","BLCA",1
"miR-335-5p/miR-29c-3p/COL10A1","MESO",1
"miR-539-5p/miR-214-5p/FN1","SARC",1
"miR-539-5p/miR-326/FREM2","STAD",1
"miR-539-5p/miR-376c-3p/ENPP5","MESO",1
"miR-335-5p/miR-301a-3p/SHANK2","LUSC",1
"miR-335-5p/miR-30b-3p/CGNL1","SARC",1
"miR-20b-5p/miR-221-5p/NFIC","SKCM",1
"miR-20b-5p/miR-372-3p/GCNT4","TGCT",1
"miR-20b-5p/miR-372-3p/PRXL2A","TGCT",1
"miR-20b-5p/miR-378a-3p/ROBO1","MESO",1
"miR-335-5p/miR-345-5p/CRYBG1","TGCT",1
"miR-335-5p/miR-940/CCND2","STAD",1
"miR-338-3p/miR-320c/SALL1","READ",1
"miR-539-5p/miR-452-3p/PARP15","SARC",1
"miR-543/miR-497-5p/MAP3K21","THYM",1
"miR-545-5p/miR-96-5p/MCL1","MESO",1
"miR-548f-3p/miR-33a-3p/ASH1L","TGCT",1
"miR-338-3p/miR-766-3p/NR4A3","SARC",1
"miR-338-5p/miR-7-5p/GATA3","LGG",1
"miR-339-3p/miR-132-5p/BTG2","SARC",1
"miR-33a-3p/miR-138-5p/SOX9","CESC",1
"miR-33a-3p/miR-452-5p/LAMC1","SKCM",1
"miR-20b-5p/miR-410-3p/RGMB","LIHC",1
"miR-20b-5p/miR-513a-3p/CHIC1","SKCM",1
"miR-149-5p/miR-195-5p/CXCL5","KIRP",1
"miR-149-5p/miR-455-3p/GLUL","SARC",1
"miR-20b-5p/miR-877-3p/AFF4","UCS",1
"miR-20b-5p/miR-877-3p/DYNC1LI2","UCS",1
"miR-150-3p/miR-663a/ZNF217","COAD",1
"miR-150-5p/miR-200a-5p/CBX5","MESO",1
"miR-33a-3p/miR-532-3p/CEP170","ESCA",1
"miR-33a-5p/miR-106a-5p/PTGFRN","UCS",1
"miR-33a-5p/miR-29b-2-5p/DSC3","LUAD",1
"miR-33a-5p/miR-455-3p/EPHA7","COAD",1
"miR-33a-5p/miR-93-3p/TENT5C","SARC",1
"miR-340-5p/miR-155-5p/MITF","KIRC",1
"miR-20b-5p/miR-93-3p/TENT5C","SARC",1
"miR-210-3p/miR-130b-5p/ADAMTS5","UCEC",1
"miR-340-5p/miR-25-5p/SPRED1","SKCM",1
"miR-340-5p/miR-425-5p/SOD2","SARC",1
"miR-210-3p/miR-744-5p/HOXA9","UCS",1
"miR-2114-5p/miR-33a-5p/ADAMTS1","THYM",1
"miR-342-3p/miR-20a-3p/LAMC1","BLCA",1
"miR-342-5p/miR-452-3p/PCP4L1","SARC",1
"miR-2114-5p/miR-4326/CBX2","THYM",1
"miR-212-3p/miR-493-5p/ARHGAP5","KICH",1
"miR-345-5p/miR-221-3p/CCND2","ACC",1
"miR-34a-5p/miR-181c-3p/DOCK3","KICH",1
"miR-21-3p/miR-338-5p/SOD2","SARC",1
"miR-21-3p/miR-501-5p/RAPH1","LIHC",1
"miR-34a-5p/miR-9-3p/MACF1","SKCM",1
"miR-34b-5p/miR-18a-3p/TMEM64","TGCT",1
"miR-214-3p/miR-141-3p/GALNT7","SKCM",1
"miR-214-3p/miR-18a-3p/WNK1","DLBC",1
"miR-34c-3p/miR-516b-5p/PEG10","TGCT",1
"miR-34c-5p/miR-195-5p/LRRC41","UVM",1
"miR-214-5p/miR-15b-3p/IGF2BP1","SKCM",1
"miR-215-5p/miR-17-5p/KLF10","BLCA",1
"miR-3613-3p/miR-21-3p/HYPK","UCS",1
"miR-3614-5p/miR-615-3p/CACNG8","HNSC",1
"miR-362-3p/miR-130b-3p/PPARGC1A","STAD",1
"miR-362-3p/miR-212-3p/SOD2","SARC",1
"miR-215-5p/miR-192-5p/MYB","ACC",1
"miR-215-5p/miR-211-5p/SH2B3","SKCM",1
"miR-21-5p/miR-29b-1-5p/MMP16","SARC",1
"miR-362-3p/miR-377-3p/MRRF","UCS",1
"miR-362-3p/miR-500b-5p/SLC6A6","UCS",1
"miR-362-5p/miR-133a-3p/GPRC5A","UCS",1
"miR-362-5p/miR-188-5p/PAWR","PCPG",1
"miR-362-5p/miR-192-3p/HSPG2","SARC",1
"miR-362-5p/miR-485-3p/NBEA","ESCA",1
"miR-218-5p/miR-107/ASPM","LGG",1
"miR-218-5p/miR-30a-3p/NCKAP1","UCS",1
"miR-218-5p/miR-34c-3p/USP34","KICH",1
"miR-218-5p/miR-421/CDC42SE2","UCS",1
"miR-218-5p/miR-539-5p/DNALI1","SARC",1
"miR-363-3p/miR-376b-3p/ITGB8","STAD",1
"miR-363-3p/miR-616-5p/SOX11","THYM",1
"miR-218-5p/miR-940/ARNTL2","SARC",1
"miR-221-3p/miR-21-5p/PDGFD","SARC",1
"miR-363-5p/miR-130a-3p/COL1A1","THYM",1
"miR-3648/miR-625-5p/NFIX","UCEC",1
"miR-365a-3p/miR-19b-3p/CCNE2","SARC",1
"miR-365a-3p/miR-425-5p/GFOD1","SARC",1
"miR-365a-3p/miR-4326/REV3L","SKCM",1
"miR-365a-5p/miR-455-3p/LAT2","COAD",1
"miR-221-3p/miR-636/LNPEP","UVM",1
"miR-221-5p/miR-215-5p/IL6R","ESCA",1
"miR-222-3p/miR-199b-5p/SEC24C","CESC",1
"miR-222-3p/miR-335-5p/DST","SARC",1
"miR-222-5p/miR-129-5p/RORA","ESCA",1
"miR-222-5p/miR-7-5p/PRTG","HNSC",1
"miR-223-3p/miR-9-5p/FOXO1","KICH",1
"miR-223-5p/miR-144-3p/TMTC3","ESCA",1
"miR-3662/miR-409-3p/VGLL4","SKCM",1
"miR-3662/miR-520a-5p/SPOPL","THYM",1
"miR-22-3p/miR-214-3p/HSPG2","SARC",1
"miR-224-3p/miR-424-5p/AKT3","COAD",1
"miR-224-3p/miR-96-5p/ZNF850","UCEC",1
"miR-224-5p/miR-130b-5p/NR4A1","LUSC",1
"miR-3662/miR-7-5p/MGAT2","THYM",1
"miR-3682-3p/miR-942-5p/PEG10","ESCA",1
"miR-374a-3p/miR-19b-3p/ZBTB18","SKCM",1
"miR-376c-3p/miR-17-5p/NPAS2","UCS",1
"miR-376c-3p/miR-337-3p/CLDN1","MESO",1
"miR-377-5p/miR-424-5p/GLMP","SKCM",1
"miR-378a-3p/miR-200a-3p/CDK6","OV",1
"miR-154-3p/miR-487a-3p/CLEC12A","LGG",1
"miR-155-5p/miR-497-5p/L2HGDH","TGCT",1
"miR-224-5p/miR-212-3p/MSL2","UCS",1
"miR-224-5p/miR-424-5p/ADAMTS5","COAD",1
"miR-155-5p/miR-7-1-3p/MYBL1","STAD",1
"miR-15a-5p/miR-126-5p/SCRN1","UVM",1
"miR-224-5p/miR-93-5p/SOGA1","SKCM",1
"miR-22-5p/miR-181a-5p/MTUS1","SARC",1
"miR-2355-5p/miR-19b-3p/FBN2","HNSC",1
"miR-23a-5p/miR-503-5p/TPM1","BLCA",1
"miR-26b-5p/miR-19b-1-5p/IRF4","STAD",1
"miR-27a-3p/miR-133a-3p/SESN3","SKCM",1
"miR-27a-3p/miR-30c-5p/PDGFRB","SKCM",1
"miR-27a-5p/miR-183-5p/PTPN1","UCS",1
"miR-15a-5p/miR-22-3p/FGF9","OV",1
"miR-15b-3p/miR-369-3p/BACH2","SKCM",1
"miR-15b-5p/miR-192-3p/HSPG2","SARC",1
"miR-378a-3p/miR-30c-5p/EMB","HNSC",1
"miR-378a-5p/miR-20b-5p/HSPA4L","UVM",1
"miR-15b-5p/miR-23b-3p/KDR","SARC",1
"miR-16-2-3p/miR-145-3p/EML5","KIRP",1
"miR-16-2-3p/miR-424-5p/AKAP11","KICH",1
"miR-16-2-3p/miR-7-1-3p/TJP1","SKCM",1
"miR-27a-5p/miR-19a-3p/MDM2","UCEC",1
"miR-27a-5p/miR-34c-3p/WWTR1","MESO",1
"miR-378c/miR-140-5p/BCL2L11","UVM",1
"miR-382-5p/miR-381-3p/ZBTB38","DLBC",1
"miR-17-3p/miR-17-5p/RNF213","DLBC",1
"miR-17-5p/miR-106a-5p/CYBRD1","UCS",1
"miR-27b-3p/miR-590-3p/ZNF678","SARC",1
"miR-27b-5p/miR-1228-3p/ETS1","SKCM",1
"miR-3928-3p/miR-141-3p/EPHA7","BLCA",1
"miR-409-5p/miR-362-3p/MGAT5","KICH",1
"miR-409-5p/miR-509-5p/SOD2","SKCM",1
"miR-410-3p/miR-181a-2-3p/CYP1B1","SARC",1
"miR-411-3p/miR-106a-5p/PMAIP1","PCPG",1
"miR-411-5p/miR-130a-3p/WNK3","THYM",1
"miR-17-5p/miR-106a-5p/MPPE1","UCS",1
"miR-17-5p/miR-130b-3p/PRRG4","UCS",1
"miR-421/miR-3680-3p/PDE3A","UVM",1
"miR-424-3p/miR-196a-5p/SCD","LIHC",1
"miR-424-3p/miR-330-5p/AHNAK","PCPG",1
"miR-424-5p/let-7g-3p/AHNAK","COAD",1
"miR-424-5p/let-7g-3p/NAT8L","COAD",1
"miR-28-3p/miR-2116-3p/SOD2","DLBC",1
"miR-296-3p/miR-302d-3p/TRIOBP","TGCT",1
"miR-424-5p/miR-149-5p/FGFR1","UCS",1
"miR-424-5p/miR-195-5p/RASSF2","SKCM",1
"miR-296-3p/miR-592/DSEL","PAAD",1
"miR-296-5p/miR-126-5p/ZNF703","BRCA",1
"miR-296-5p/miR-17-5p/KLF10","DLBC",1
"miR-296-5p/miR-503-5p/SIK1","LUSC",1
"miR-296-5p/miR-505-5p/HIC2","DLBC",1
"miR-29a-3p/miR-193b-3p/CDK9","SKCM",1
"miR-29a-3p/miR-29c-3p/BMPER","SARC",1
"miR-17-5p/miR-18a-5p/F3","SKCM",1
"miR-17-5p/miR-193b-5p/SYNPO2L","SARC",1
"miR-17-5p/miR-19a-3p/PRRG4","SARC",1
"miR-17-5p/miR-20b-5p/TOB1","LIHC",1
"miR-424-5p/miR-20a-5p/CLU","UVM",1
"miR-424-5p/miR-210-3p/CSNK1E","SKCM",1
"miR-424-5p/miR-3065-3p/CCND2","BLCA",1
"miR-29a-3p/miR-335-5p/CCPG1","SKCM",1
"miR-29a-3p/miR-342-3p/PURA","SKCM",1
"miR-424-5p/miR-323a-3p/PGM2L1","SARC",1
"miR-424-5p/miR-340-5p/TMEM245","KIRC",1
"miR-424-5p/miR-431-5p/FEM1A","UCS",1
"miR-424-5p/miR-503-5p/KIF5C","UCS",1
"miR-424-5p/miR-627-5p/CCND2","STAD",1
"miR-424-5p/miR-665/PPM1L","PCPG",1
"miR-424-5p/miR-874-3p/XKR7","KIRP",1
"miR-29a-5p/miR-150-5p/PROSER2","SKCM",1
"miR-29b-1-5p/miR-193b-3p/IGF1R","SKCM",1
"miR-17-5p/miR-301b-3p/ITGB8","UCS",1
"miR-17-5p/miR-301b-3p/SFT2D2","UCS",1
"miR-425-5p/miR-452-3p/SLC7A2","SARC",1
"miR-429/miR-200c-3p/GREB1L","THYM",1
"miR-29b-2-5p/miR-192-5p/TMEM200A","LUAD",1
"miR-29b-2-5p/miR-380-5p/VCL","ACC",1
"miR-17-5p/miR-30b-5p/SLCO5A1","DLBC",1
"miR-17-5p/miR-362-5p/PRRG4","SARC",1
"miR-29b-3p/let-7f-5p/PXDN","SARC",1
"miR-29b-3p/miR-221-5p/COL4A1","LUAD",1
"miR-29c-3p/miR-182-5p/TRAK2","SKCM",1
"miR-29c-3p/miR-301a-3p/BCL2L2","READ",1
"miR-29c-3p/miR-526b-3p/RAB11FIP1","TGCT",1
"miR-301a-3p/miR-204-5p/DSC2","SARC",1
"miR-301a-3p/miR-301b-3p/KIAA1109","ACC",1
"miR-301a-3p/miR-301b-3p/WDR20","ACC",1
"miR-301b-3p/miR-20a-5p/ENPP5","UCS",1
"miR-301b-3p/miR-20a-5p/ITGB8","UCS",1
"miR-429/miR-205-5p/ZEB1","ESCA",1
"miR-429/miR-29b-1-5p/HIPK3","UCS",1
"miR-4326/miR-153-3p/SOX11","THCA",1
"miR-301b-3p/miR-301a-3p/CEMIP2","READ",1
"miR-301b-3p/miR-449a/JARID2","TGCT",1
"miR-301b-3p/miR-651-5p/KLRD1","UCEC",1
"miR-302a-3p/miR-512-3p/CADM2","TGCT",1
"miR-433-3p/miR-1305/MBNL1","TGCT",1
"miR-450a-5p/miR-193b-3p/PPP1R10","SKCM",1
"miR-302c-3p/miR-195-5p/ASH1L","TGCT",1
"miR-302c-3p/miR-486-3p/ARL4C","TGCT",1
"miR-302d-3p/miR-629-3p/FKBP14","TGCT",1
"miR-3065-3p/miR-199a-5p/LMNB1","LIHC",1
"miR-3065-3p/miR-30a-5p/PEG10","BRCA",1
"miR-3065-3p/miR-424-5p/CPNE1","UVM",1
"miR-450b-5p/miR-188-3p/IKZF2","SARC",1
"miR-450b-5p/miR-20b-5p/EXPH5","LIHC",1
"miR-17-5p/miR-7-5p/BMPR2","UCS",1
"miR-17-5p/miR-96-5p/RORA","ESCA",1
"miR-181a-2-3p/miR-7-5p/IRF4","THYM",1
"miR-452-3p/miR-127-5p/ASAP2","CESC",1
"miR-452-3p/miR-195-5p/NUP50","THYM",1
"miR-3065-3p/miR-582-5p/ELF3","THYM",1
"miR-3065-3p/miR-7-5p/SOX11","HNSC",1
"miR-181a-5p/miR-29c-3p/CAMSAP2","SARC",1
"miR-181b-5p/miR-149-5p/NOMO3","SARC",1
"miR-452-3p/miR-497-5p/NUP50","THYM",1
"miR-452-5p/miR-3662/SPOPL","THYM",1
"miR-455-5p/miR-421/RHOH","STAD",1
"miR-483-3p/miR-103a-2-5p/PRR15","HNSC",1
"miR-181b-5p/miR-26a-2-3p/CDCP1","SARC",1
