entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mirna1Literature,mirna2Literature,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,mRNA_pvalue,mRNA_logFC,BH_pvalues_adjusted,BH_rejected
7436,VLDLR,hsa-let-7g-3p,hsa-mir-33a-5p,0,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/31209892'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/28112443'>PubMedLink</a>,tarbase,tarbase,0.02654609333048,-0.135134667266551,0,TRUE
7462,LAT2,hsa-mir-365a-5p,hsa-mir-455-3p,0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27912148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27912148'>PubMedLink</a>",mirtarbase,mirtarbase,0.304699132698961,-0.0602959247028164,0.059220481467329,FALSE
7490,WT1,hsa-mir-215-5p,hsa-mir-877-3p,5e-4,TRUE,<a href='https://pubmed.ncbi.nlm.nih.gov/29199273'>PubMedLink</a>,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14961577'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15526363'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20180815'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26071132'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31341157'>PubMedLink</a>",mirtarbase,mirtarbase,1.47606355459728e-12,0.9172963880172,0.00790633608815427,TRUE
7764,ZNF217,hsa-mir-150-3p,hsa-mir-663a,0.0015,TRUE,NA,NA,"NA
<a href='https://pubmed.ncbi.nlm.nih.gov/10914715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15476264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25621839'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25729968'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25824781'>PubMedLink</a>",tarbase,tarbase,0.840446520665206,-0.0110136421148495,0.01794996525364836,TRUE
7832,BTG2,hsa-mir-1266-5p,hsa-mir-125a-3p,0.0055,FALSE,NA,NA,NA,mirtarbase,tarbase,0.581225653195703,-0.0285373724029596,0.04293291024478694,TRUE
7991,TUSC3,hsa-mir-136-5p,hsa-mir-424-5p,0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29156678'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30115537'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30485502'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31039290'>PubMedLink</a>",tarbase,tarbase,0.0530976751690129,-0.115280818051114,0.01343213728549142,TRUE
8614,STC2,hsa-mir-129-5p,hsa-mir-769-3p,0.001,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/29226325'>PubMedLink</a>,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19415750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25234931'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30425508'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30863092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31173256'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31236000'>PubMedLink</a>",tarbase,mirtarbase,1.03359430433867e-8,0.360325161895684,0.01343213728549142,TRUE
9021,SOCS3,hsa-mir-203a-3p,hsa-mir-19a-3p,0.007,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/28177881'>PubMedLink</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/17297444'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19926618'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21994466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24098334'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24253664'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24464786'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26482433'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26749281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27171439'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28603075'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29662621'>PubMedLink</a>",mirtarbase,mirtarbase tarbase,0.558813942055397,0.0317451271706784,0.05047738693467336,FALSE
9369,NRXN3,hsa-mir-651-5p,hsa-mir-455-3p,0.0045,FALSE,NA,NA,NA,tarbase,mirtarbase,0.0515542187434848,-0.125673079845396,0.0378924205378973,TRUE
9510,ADAMTS1,hsa-mir-181d-5p,hsa-mir-642a-5p,0.0015,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/27859935'>PubMedLink</a>,tarbase,tarbase,0.0105426689745053,-0.144977150716347,0.01794996525364836,TRUE
9510,ADAMTS1,hsa-mir-424-5p,hsa-mir-940,0.002,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/31114229'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/27859935'>PubMedLink</a>,tarbase,tarbase,0.0105426689745053,-0.144977150716347,0.02203454894433781,TRUE
10000,AKT3,hsa-mir-224-3p,hsa-mir-424-5p,0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28028179'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30186040'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30555259'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.101484228516512,-0.0979410851267944,0,TRUE
10628,TXNIP,hsa-mir-16-1-3p,hsa-mir-301b-3p,0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11748459'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12553030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17671698'>PubMedLink</a>",mirtarbase,mirtarbase tarbase,0.0343678899277109,-0.104725937912788,0.05047738693467336,FALSE
11080,DNAJB4,hsa-mir-545-5p,hsa-mir-105-5p,0.003,FALSE,NA,NA,NA,tarbase,mirtarbase,0.0952297563495106,-0.0958209341738208,0.02910422535211267,TRUE
11096,ADAMTS5,hsa-mir-224-5p,hsa-mir-424-5p,0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25786261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27906093'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29143120'>PubMedLink</a>",tarbase,tarbase,0.511700758305865,-0.0411441139772251,0.025625,TRUE
23466,CBX6,hsa-mir-135b-5p,hsa-mir-18a-3p,0.0065,FALSE,NA,NA,NA,tarbase,tarbase,0.0617928824699472,-0.10579119494672,0.04801801801801801,TRUE
23466,CBX6,hsa-mir-135b-5p,hsa-mir-589-3p,0,FALSE,NA,NA,NA,tarbase,tarbase,0.0617928824699472,-0.10579119494672,0,TRUE
23466,CBX6,hsa-mir-31-5p,hsa-mir-1288-3p,0.009,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>,NA,NA,tarbase,mirtarbase,0.0617928824699472,-0.10579119494672,0.059220481467329,FALSE
23467,NPTXR,hsa-mir-552-3p,hsa-mir-125a-3p,0.0085,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.0229825787571529,-0.139512748445255,0.05724286272976144,FALSE
23612,PHLDA3,hsa-mir-424-5p,hsa-mir-625-5p,0.001,FALSE,NA,NA,NA,tarbase,mirtarbase,0.664254389126065,0.0243552581002459,0.01343213728549142,TRUE
23768,FLRT2,hsa-mir-31-5p,hsa-mir-877-3p,0.0075,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>,NA,NA,tarbase,tarbase,0.00611674315176581,-0.18327393970485,0.05280049059689288,FALSE
25953,PNKD,hsa-mir-20b-5p,hsa-let-7c-5p,0.0055,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28960316'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29917119'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30510241'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31089142'>PubMedLink</a>",tarbase,tarbase,0.966605468713131,-0.00224928331312288,0.04293291024478694,TRUE
26240,FAM50B,hsa-mir-301b-3p,hsa-mir-301a-3p,0.0075,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/30362160'>PubMedLink</a>,NA,tarbase,tarbase,0.0290380546771038,-0.128026738316517,0.05280049059689288,FALSE
51804,SIX4,hsa-mir-144-5p,hsa-mir-144-3p,0.005,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28584719'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31301290'>PubMedLink</a>",tarbase,mirtarbase,1.101235946126e-4,0.278714371687579,0.04046052631578947,TRUE
51804,SIX4,hsa-mir-149-5p,hsa-mir-144-3p,0.007,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28584719'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31301290'>PubMedLink</a>",mirtarbase,mirtarbase,1.101235946126e-4,0.278714371687579,0.05047738693467336,FALSE
55084,SOBP,hsa-mir-30c-1-3p,hsa-mir-181d-5p,0.0055,FALSE,NA,NA,NA,tarbase,tarbase,0.120835804585606,-0.0964110529693456,0.04293291024478694,TRUE
56895,AGPAT4,hsa-mir-605-5p,hsa-mir-455-3p,0.0035,FALSE,NA,NA,NA,tarbase,tarbase,0.589145455478381,-0.0334945797669507,0.03217832354511479,TRUE
56937,PMEPA1,hsa-mir-760,hsa-mir-629-3p,0.002,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/28618945'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29661228'>PubMedLink</a>,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12670906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27998790'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30887697'>PubMedLink</a>",mirtarbase,tarbase,0.0278746010057591,0.119794759036049,0.02203454894433781,TRUE
57473,ZNF512B,hsa-mir-1226-3p,hsa-mir-629-3p,0.0015,TRUE,NA,NA,NA,tarbase,tarbase,0.18122200756137,-0.0810805892641344,0.01794996525364836,TRUE
79026,AHNAK,hsa-let-7g-3p,hsa-mir-424-5p,0.0045,FALSE,NA,NA,NA,tarbase,tarbase,0.0335234189760894,-0.111122006905933,0.0378924205378973,TRUE
79026,AHNAK,hsa-mir-1226-3p,hsa-mir-1227-3p,0.0085,FALSE,NA,NA,NA,tarbase,tarbase,0.0335234189760894,-0.111122006905933,0.05724286272976144,FALSE
79026,AHNAK,hsa-mir-203a-3p,hsa-mir-1226-3p,0.003,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>,NA,NA,tarbase,tarbase,0.0335234189760894,-0.111122006905933,0.02910422535211267,TRUE
79026,AHNAK,hsa-mir-203a-3p,hsa-mir-1227-3p,0.0035,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>,NA,NA,tarbase,tarbase,0.0335234189760894,-0.111122006905933,0.03217832354511479,TRUE
79026,AHNAK,hsa-mir-203a-3p,hsa-mir-33b-5p,0.0035,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>,NA,NA,tarbase,tarbase,0.0335234189760894,-0.111122006905933,0.03217832354511479,TRUE
79026,AHNAK,hsa-mir-203a-3p,hsa-mir-877-5p,0.0015,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>,NA,NA,tarbase,tarbase,0.0335234189760894,-0.111122006905933,0.01794996525364836,TRUE
80034,CSRNP3,hsa-mir-301a-3p,hsa-mir-301b-3p,0.0045,TRUE,<a href='https://pubmed.ncbi.nlm.nih.gov/30362160'>PubMedLink</a>,NA,NA,tarbase,tarbase,5.0723302294015e-4,-0.23876151034157,0.0378924205378973,TRUE
80129,CCDC170,hsa-mir-744-3p,hsa-mir-1-3p,0.007,FALSE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0.219303619058231,0.0764335414454313,0.05047738693467336,FALSE
80315,CPEB4,hsa-mir-1276,hsa-mir-301b-3p,0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26361147'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27771769'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551384'>PubMedLink</a>",tarbase,tarbase,0.192081563654313,-0.0759147356122191,0,TRUE
80723,SLC35G2,hsa-mir-376b-3p,hsa-mir-455-3p,0.0085,FALSE,NA,NA,NA,mirtarbase,tarbase,0.599811312384988,-0.0336442301512645,0.05724286272976144,FALSE
81611,ANP32E,hsa-mir-1-3p,hsa-mir-362-5p,0.004,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.438043949137447,0.0425506813154848,0.03507128309572301,TRUE
84612,PARD6B,hsa-mir-125b-5p,hsa-mir-580-3p,0.002,FALSE,NA,NA,NA,tarbase,mirtarbase,0.240423379318406,0.0684477446431991,0.02203454894433781,TRUE
85463,ZC3H12C,hsa-mir-181d-5p,hsa-mir-33a-3p,0.006,FALSE,NA,NA,NA,tarbase,tarbase,0.0067443759583945,-0.160581520317453,0.04563604240282686,TRUE
91010,FMNL3,hsa-mir-196b-5p,hsa-let-7g-3p,0,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/28591704'>PubMedLink</a>,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25758200'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30228782'>PubMedLink</a>",mirtarbase,tarbase,0.597429445235156,0.0313769090914577,0,TRUE
94015,TTYH2,hsa-mir-424-5p,hsa-mir-215-5p,0.0055,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29199273'>PubMedLink</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/17569141'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569141'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30670146'>PubMedLink</a>",tarbase,mirtarbase,0.0891844104306687,-0.104123225713142,0.04293291024478694,TRUE
114991,ZNF618,hsa-mir-210-3p,hsa-mir-19a-3p,0.0015,TRUE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28177881'>PubMedLink</a>,NA,mirtarbase,mirtarbase,0.594366775523955,0.0326698110845885,0.01794996525364836,TRUE
151449,GDF7,hsa-mir-501-5p,hsa-mir-362-5p,0.001,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.00149903217778955,-0.223235699231774,0.01343213728549142,TRUE
158471,PRUNE2,hsa-mir-196b-5p,hsa-mir-301a-3p,0.006,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/28591704'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/30362160'>PubMedLink</a>,NA,mirtarbase,mirtarbase tarbase,0.0414041605213161,-0.116987253930168,0.04563604240282686,TRUE
158471,PRUNE2,hsa-mir-19a-3p,hsa-mir-301a-3p,5e-4,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/28177881'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/30362160'>PubMedLink</a>,NA,mirtarbase,mirtarbase tarbase,0.0414041605213161,-0.116987253930168,0.00790633608815427,TRUE
158471,PRUNE2,hsa-mir-877-3p,hsa-mir-196b-5p,0.0095,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28591704'>PubMedLink</a>,NA,tarbase,mirtarbase,0.0414041605213161,-0.116987253930168,0.06124672407338075,FALSE
339983,"NAT8L",hsa-mir-424-5p,hsa-let-7g-3p,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.00250250427202367,-0.206070555647521,0.04046052631578947,TRUE
388228,SBK1,hsa-mir-23b-5p,hsa-mir-663a,5e-4,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.0588444732183518,0.119470913669653,0.00790633608815427,TRUE
445815,PALM2AKAP2,hsa-mir-16-1-3p,hsa-mir-642a-5p,0.008,FALSE,NA,NA,NA,tarbase,mirtarbase,0.57119290632498,0.0863932430106254,0.05503795445465441,FALSE
445815,PALM2AKAP2,hsa-mir-424-5p,hsa-let-7g-3p,0.004,FALSE,NA,NA,NA,tarbase,tarbase,0.57119290632498,0.0863932430106254,0.03507128309572301,TRUE
494470,RNF165,hsa-mir-1288-3p,hsa-mir-501-5p,5e-4,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.00158027846051042,-0.352217388869973,0.00790633608815427,TRUE
100113407,TMEM170B,hsa-mir-7-5p,hsa-mir-33a-5p,0.008,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/30867755'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31295229'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/31209892'>PubMedLink</a>,NA,tarbase,mirtarbase,0.441111018429539,-0.0484959887562441,0.05503795445465441,FALSE
