"info","is_mrna_tf","name","selected","shared.name","miRfamily","mirnaCluster"
"mrna","false","CD55","false","CD55",NA,NA
"mrna","false","DYNC1H1","false","DYNC1H1",NA,NA
"mrna","false","ATN1","false","ATN1",NA,NA
"mrna","false","EFNB2","false","EFNB2",NA,NA
"mrna","true","EN1","false","EN1",NA,NA
"mrna","false","FGF2","false","FGF2",NA,NA
"mrna","true","FOSL2","false","FOSL2",NA,NA
"mrna","true","NR6A1","false","NR6A1",NA,NA
"mrna","false","HAS2","false","HAS2",NA,NA
"mrna","true","HIF1A","false","HIF1A",NA,NA
"mrna","false","IGF1R","false","IGF1R",NA,NA
"mrna","false","KCNA4","false","KCNA4",NA,NA
"mrna","false","KIF5B","false","KIF5B",NA,NA
"mrna","false","LBR","false","LBR",NA,NA
"mrna","false","TM4SF1","false","TM4SF1",NA,NA
"mrna","false","MAP1B","false","MAP1B",NA,NA
"mrna","false","MCL1","false","MCL1",NA,NA
"mrna","false","AFF1","false","AFF1",NA,NA
"mrna","false","MYO6","false","MYO6",NA,NA
"mrna","false","P4HB","false","P4HB",NA,NA
"mrna","false","PAM","false","PAM",NA,NA
"mrna","false","PKM","false","PKM",NA,NA
"mrna","false","UBL3","false","UBL3",NA,NA
"mrna","false","PKN2","false","PKN2",NA,NA
"mrna","false","ROBO1","false","ROBO1",NA,NA
"mrna","false","SCD","false","SCD",NA,NA
"mrna","false","SGK1","false","SGK1",NA,NA
"mrna","false","SLC2A3","false","SLC2A3",NA,NA
"mrna","false","SLC7A1","false","SLC7A1",NA,NA
"mrna","false","SLC9A2","false","SLC9A2",NA,NA
"mrna","false","SLC16A1","false","SLC16A1",NA,NA
"mrna","true","SNAI2","false","SNAI2",NA,NA
"mrna","false","SOD2","false","SOD2",NA,NA
"mrna","false","SSTR2","false","SSTR2",NA,NA
"mrna","false","ADAM17","false","ADAM17",NA,NA
"mrna","true","ZEB1","false","ZEB1",NA,NA
"mrna","false","TGFBR2","false","TGFBR2",NA,NA
"mrna","false","TUBB2A","false","TUBB2A",NA,NA
"mrna","false","SLC30A1","false","SLC30A1",NA,NA
"mrna","false","SLMAP","false","SLMAP",NA,NA
"mrna","false","RECK","false","RECK",NA,NA
"mrna","false","ENC1","false","ENC1",NA,NA
"mrna","false","ASAP2","false","ASAP2",NA,NA
"mrna","false","SKAP2","false","SKAP2",NA,NA
"mrna","false","SOCS3","false","SOCS3",NA,NA
"mrna","false","CLDN1","false","CLDN1",NA,NA
"mrna","false","SLC16A3","false","SLC16A3",NA,NA
"mrna","false","GTF3C4","false","GTF3C4",NA,NA
"mrna","false","ADAMTS1","false","ADAMTS1",NA,NA
"mrna","false","KIAA0100","false","KIAA0100",NA,NA
"mrna","false","DOCK4","false","DOCK4",NA,NA
"mrna","false","MLEC","false","MLEC",NA,NA
"mrna","false","NAMPT","false","NAMPT",NA,NA
"mrna","false","CTDSPL","false","CTDSPL",NA,NA
"mrna","false","NDRG1","false","NDRG1",NA,NA
"mrna","false","SEC23A","false","SEC23A",NA,NA
"mrna","false","PNMA2","false","PNMA2",NA,NA
"mrna","false","FRS2","false","FRS2",NA,NA
"mrna","true","ZNF275","false","ZNF275",NA,NA
"mrna","false","PPARGC1A","false","PPARGC1A",NA,NA
"mrna","false","RRAS2","false","RRAS2",NA,NA
"mrna","false","ELL2","false","ELL2",NA,NA
"mrna","false","PRRC2C","false","PRRC2C",NA,NA
"mrna","false","CBX5","false","CBX5",NA,NA
"mrna","false","MACF1","false","MACF1",NA,NA
"mrna","false","WWTR1","false","WWTR1",NA,NA
"mrna","false","NBEA","false","NBEA",NA,NA
"mrna","true","FOXP1","false","FOXP1",NA,NA
"mrna","false","LRP12","false","LRP12",NA,NA
"mrna","false","CRIM1","false","CRIM1",NA,NA
"mrna","false","USP53","false","USP53",NA,NA
"mrna","false","EPB41L4B","false","EPB41L4B",NA,NA
"mrna","false","LRIF1","false","LRIF1",NA,NA
"mrna","false","EIF5A2","false","EIF5A2",NA,NA
"mrna","false","PMEPA1","false","PMEPA1",NA,NA
"mrna","false","CEMIP","false","CEMIP",NA,NA
"mrna","false","MAVS","false","MAVS",NA,NA
"mrna","false","TAOK1","false","TAOK1",NA,NA
"mrna","false","ENPP5","false","ENPP5",NA,NA
"mrna","false","TBL1XR1","false","TBL1XR1",NA,NA
"mrna","false","ATAD5","false","ATAD5",NA,NA
"mrna","true","ZBED3","false","ZBED3",NA,NA
"mrna","true","LCOR","false","LCOR",NA,NA
"mrna","false","FAXC","false","FAXC",NA,NA
"mrna","false","SERAC1","false","SERAC1",NA,NA
"mrna","false","MSI2","false","MSI2",NA,NA
"mrna","false","NACC2","false","NACC2",NA,NA
"mrna","false","S100A16","false","S100A16",NA,NA
"mrna","false","XRRA1","false","XRRA1",NA,NA
"mrna","false","ALG10B","false","ALG10B",NA,NA
"mrna","false","BMT2","false","BMT2",NA,NA
"mrna","false","TOR1AIP2","false","TOR1AIP2",NA,NA
"mrna","false","PDE12","false","PDE12",NA,NA
"mrna","false","ADGRD1","false","ADGRD1",NA,NA
"mrna","false","RIMKLA","false","RIMKLA",NA,NA
"mrna","true","ZNF621","false","ZNF621",NA,NA
"mrna","false","ZNF850","false","ZNF850",NA,NA
"mrna","false","DIPK1A","false","DIPK1A",NA,NA
"mrna","true","ZNF772","false","ZNF772",NA,NA
