"coloring","info","is_mrna_tf","name","selected","shared.name","miRfamily","mirnaCluster"
"mirna","mirna","","mir-373-3p","false","mir-373-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
"dummy","dummy","","","false","mir-373-3p/mir-323a-5p",NA,NA
"dummy","dummy","","","false","mir-373-3p/mir-487a-3p",NA,NA
"dummy","dummy","","","false","mir-29b-3p/mir-373-3p",NA,NA
"dummy","dummy","","","false","mir-3065-5p/mir-34c-5p",NA,NA
"mirna","mirna","","mir-500b-5p","false","mir-500b-5p","miR-500a-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
"dummy","dummy","","","false","mir-500b-5p/mir-582-5p",NA,NA
"mirna","mirna","","mir-424-5p","false","mir-424-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
"dummy","dummy","","","false","mir-424-5p/mir-500b-5p",NA,NA
"mirna","mirna","","let-7e-5p","false","let-7e-5p","let-7-5p/98-5p","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
"dummy","dummy","","","false","let-7e-5p/mir-152-3p",NA,NA
"dummy","dummy","","","false","mir-500b-5p/mir-301a-3p",NA,NA
"mirna","mirna","","mir-34b-3p","false","mir-34b-3p","miR-34b-3p","hsa-mir-34b,hsa-mir-34c"
"dummy","dummy","","","false","mir-34b-3p/mir-455-5p",NA,NA
"dummy","dummy","","","false","let-7e-5p/mir-582-5p",NA,NA
"dummy","dummy","","","false","mir-940/mir-500b-5p",NA,NA
"mirna","mirna","","let-7c-5p","false","let-7c-5p","let-7-5p/98-5p","hsa-mir-99a,hsa-let-7c"
"dummy","dummy","","","false","let-7c-5p/let-7e-5p",NA,NA
"mirna","mirna","","mir-211-5p","false","mir-211-5p","miR-204-5p/211-5p","hsa-mir-211"
"dummy","dummy","","","false","mir-211-5p/mir-106a-5p",NA,NA
"dummy","dummy","","","false","mir-20b-5p/mir-211-5p",NA,NA
"mirna","mirna","","mir-302b-3p","false","mir-302b-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
"dummy","dummy","","","false","mir-302b-3p/mir-211-5p",NA,NA
"mirna","mirna","","mir-410-3p","false","mir-410-3p","miR-410-3p","hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"dummy","dummy","","","false","mir-410-3p/mir-122-5p",NA,NA
"mirna","mirna","","mir-429","false","mir-429","miR-200bc-3p/429","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"dummy","dummy","","","false","mir-429/mir-9-5p",NA,NA
"dummy","dummy","","","false","mir-373-3p/mir-106a-5p",NA,NA
"dummy","dummy","","","false","mir-20b-5p/mir-373-3p",NA,NA
"dummy","dummy","","","false","mir-205-5p/mir-122-5p",NA,NA
"mirna","mirna","","mir-141-3p","false","mir-141-3p","miR-141-3p/200a-3p","hsa-mir-200c,hsa-mir-141"
"dummy","dummy","","","false","mir-141-3p/mir-92b-3p",NA,NA
"mirna","mirna","","mir-29c-3p","false","mir-29c-3p","miR-29-3p","hsa-mir-29c,hsa-mir-29b-2"
"dummy","dummy","","","false","mir-29c-3p/mir-29b-3p",NA,NA
"dummy","dummy","","","false","mir-29c-3p/mir-29a-3p",NA,NA
"mirna","mirna","","mir-29a-3p","false","mir-29a-3p","miR-29-3p","hsa-mir-29a,hsa-mir-29b-1"
"dummy","dummy","","","false","mir-29a-3p/mir-29b-3p",NA,NA
"dummy","dummy","","","false","mir-124-3p/mir-497-5p",NA,NA
"dummy","dummy","","","false","mir-302c-3p/mir-486-3p",NA,NA
"dummy","dummy","","","false","mir-138-5p/mir-499a-3p",NA,NA
"dummy","dummy","","","false","mir-9-5p/mir-548f-3p",NA,NA
"dummy","dummy","","","false","mir-20b-5p/mir-9-5p",NA,NA
"dummy","dummy","","","false","mir-760/mir-497-5p",NA,NA
"mirna","mirna","","mir-135a-5p","false","mir-135a-5p","miR-135-5p","hsa-mir-135a-1"
"dummy","dummy","","","false","mir-135a-5p/mir-940",NA,NA
"mirna","mirna","","mir-676-3p","false","mir-676-3p","miR-676-3p","hsa-mir-676"
"dummy","dummy","","","false","mir-676-3p/mir-940",NA,NA
"dummy","dummy","","","false","mir-760/mir-940",NA,NA
"dummy","dummy","","","false","mir-429/mir-424-5p",NA,NA
"dummy","dummy","","","false","mir-429/mir-940",NA,NA
"dummy","dummy","","","false","mir-424-5p/mir-940",NA,NA
"mirna","mirna","","mir-193b-5p","false","mir-193b-5p","miR-193b-5p","hsa-mir-193b,hsa-mir-365a"
"dummy","dummy","","","false","mir-193b-5p/mir-301b-3p",NA,NA
"mirna","mirna","","mir-345-5p","false","mir-345-5p","miR-345-5p","hsa-mir-345"
"dummy","dummy","","","false","mir-345-5p/mir-18b-5p",NA,NA
"mirna","mirna","","mir-134-5p","false","mir-134-5p","miR-134-5p","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541"
"dummy","dummy","","","false","mir-134-5p/mir-135b-5p",NA,NA
"dummy","dummy","","","false","mir-935/mir-18b-5p",NA,NA
"dummy","dummy","","","false","mir-1305/mir-935",NA,NA
"dummy","dummy","","","false","mir-224-5p/mir-615-3p",NA,NA
"mirna","mirna","","mir-519c-3p","false","mir-519c-3p","miR-519-3p","hsa-mir-515-1,hsa-mir-519e,hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b"
"dummy","dummy","","","false","mir-519c-3p/mir-183-5p",NA,NA
"mirna","mirna","","mir-136-5p","false","mir-136-5p","miR-136-5p","hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
"dummy","dummy","","","false","mir-136-5p/mir-1224-5p",NA,NA
"dummy","dummy","","","false","mir-500b-5p/mir-216a-5p",NA,NA
"dummy","dummy","","","false","mir-195-5p/mir-629-3p",NA,NA
"mirna","mirna","","mir-449a","false","mir-449a","miR-34-5p/449-5p","hsa-mir-449a,hsa-mir-449b,hsa-mir-449c"
"dummy","dummy","","","false","mir-449a/mir-141-5p",NA,NA
"dummy","dummy","","","false","mir-302c-3p/mir-296-3p",NA,NA
"mirna","mirna","","mir-296-3p","false","mir-296-3p","miR-296-3p","hsa-mir-296,hsa-mir-298"
"dummy","dummy","","","false","mir-296-3p/mir-302d-3p",NA,NA
"dummy","dummy","","","false","mir-296-3p/mir-302b-3p",NA,NA
"dummy","dummy","","","false","mir-149-3p/mir-665",NA,NA
"mirna","mirna","","mir-1185-5p","false","mir-1185-5p","miR-1185-5p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a"
"dummy","dummy","","","false","mir-1185-5p/mir-450b-5p",NA,NA
"mirna","mirna","","mir-889-3p","false","mir-889-3p","miR-889-3p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b"
"dummy","dummy","","","false","mir-889-3p/mir-302c-3p",NA,NA
"mirna","mirna","","mir-31-5p","false","mir-31-5p","miR-31-5p","hsa-mir-31"
"dummy","dummy","","","false","mir-31-5p/mir-548d-3p",NA,NA
"dummy","dummy","","","false","mir-18b-5p/mir-31-5p",NA,NA
"dummy","dummy","","","false","mir-548j-5p/mir-130b-3p",NA,NA
"dummy","dummy","","","false","mir-548j-5p/mir-744-3p",NA,NA
"dummy","dummy","","","false","mir-1271-5p/mir-141-3p",NA,NA
"mirna","mirna","","mir-370-3p","false","mir-370-3p","miR-370-3p","hsa-mir-370"
"dummy","dummy","","","false","mir-370-3p/mir-29a-3p",NA,NA
"mirna","mirna","","mir-34c-3p","false","mir-34c-3p","miR-34c-3p","hsa-mir-34b,hsa-mir-34c"
"dummy","dummy","","","false","mir-34c-3p/mir-516b-5p",NA,NA
"mirna","mirna","","mir-1323","false","mir-1323","miR-1323","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e,hsa-mir-515-1,hsa-mir-519e"
"dummy","dummy","","","false","mir-1323/mir-182-5p",NA,NA
"dummy","dummy","","","false","mir-1323/mir-548j-5p",NA,NA
"dummy","dummy","","","false","mir-942-5p/mir-516b-5p",NA,NA
"dummy","dummy","","","false","mir-1323/mir-942-5p",NA,NA
"mirna","mirna","","mir-378a-3p","false","mir-378a-3p","miR-378-3p","hsa-mir-378a"
"dummy","dummy","","","false","mir-378a-3p/mir-182-5p",NA,NA
"dummy","dummy","","","false","mir-378a-3p/mir-548o-3p",NA,NA
"dummy","dummy","","","false","mir-378a-3p/mir-1323",NA,NA
"dummy","dummy","","","false","mir-182-5p/mir-516b-5p",NA,NA
"mirna","mirna","","mir-511-5p","false","mir-511-5p","miR-511-5p",NA
"dummy","dummy","","","false","mir-511-5p/mir-483-3p",NA,NA
"mirna","mirna","","mir-3065-3p","false","mir-3065-3p","miR-3065-3p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
"dummy","dummy","","","false","mir-3065-3p/mir-129-5p",NA,NA
"dummy","dummy","","","false","mir-31-5p/mir-3609",NA,NA
"dummy","dummy","","","false","mir-33b-3p/mir-3662",NA,NA
"dummy","dummy","","","false","mir-96-5p/mir-3662",NA,NA
"dummy","dummy","","","false","mir-96-5p/mir-33b-3p",NA,NA
"dummy","dummy","","","false","mir-33b-3p/mir-34c-3p",NA,NA
"dummy","dummy","","","false","mir-224-5p/mir-497-5p",NA,NA
"dummy","dummy","","","false","mir-29b-3p/mir-215-5p",NA,NA
"dummy","dummy","","","false","mir-548b-3p/mir-18b-3p",NA,NA
"mirna","mirna","","mir-301a-3p","false","mir-301a-3p","miR-130-3p/301-3p/454-3p","hsa-mir-301a"
"dummy","dummy","","","false","mir-301a-3p/mir-92b-3p",NA,NA
"mirna","mirna","","mir-92b-3p","false","mir-92b-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-92b"
"dummy","dummy","","","false","mir-92b-3p/mir-301b-3p",NA,NA
"mirna","mirna","","mir-150-5p","false","mir-150-5p","miR-150-5p","hsa-mir-150"
"dummy","dummy","","","false","mir-150-5p/mir-452-3p",NA,NA
"mirna","mirna","","mir-3660","false","mir-3660","miR-3660/4526","hsa-mir-3660"
"dummy","dummy","","","false","mir-3660/mir-130b-3p",NA,NA
"dummy","dummy","","","false","mir-410-3p/mir-381-3p",NA,NA
"dummy","dummy","","","false","mir-376b-3p/mir-376a-3p",NA,NA
"dummy","dummy","","","false","mir-122-5p/mir-9-5p",NA,NA
"dummy","dummy","","","false","mir-29b-3p/mir-548b-3p",NA,NA
"dummy","dummy","","","false","mir-33b-3p/mir-7-5p",NA,NA
"dummy","dummy","","","false","mir-299-3p/mir-7-5p",NA,NA
"mirna","mirna","","mir-665","false","mir-665","miR-665","hsa-mir-493,hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
"dummy","dummy","","","false","mir-665/mir-299-3p",NA,NA
"mirna","mirna","","mir-199b-3p","false","mir-199b-3p","miR-199-3p","hsa-mir-199b,hsa-mir-3154"
"dummy","dummy","","","false","mir-199b-3p/mir-338-3p",NA,NA
"mirna","mirna","","mir-199a-3p","false","mir-199a-3p","miR-199-3p","hsa-mir-199a-1"
"dummy","dummy","","","false","mir-199a-3p/mir-338-3p",NA,NA
"mirna","mirna","","mir-129-5p","false","mir-129-5p","miR-129-5p","hsa-mir-129-1"
"dummy","dummy","","","false","mir-129-5p/mir-194-5p",NA,NA
"mirna","mirna","","mir-99a-5p","false","mir-99a-5p","miR-99-5p/100-5p","hsa-mir-99a,hsa-let-7c"
"dummy","dummy","","","false","mir-99a-5p/mir-192-5p",NA,NA
"mirna","mirna","","mir-320d","false","mir-320d","miR-320","hsa-mir-320d-1"
"dummy","dummy","","","false","mir-320d/mir-96-5p",NA,NA
"dummy","dummy","","","false","mir-20b-5p/mir-92b-3p",NA,NA
"mirna","mirna","","mir-302d-5p","false","mir-302d-5p","miR-302b-5p/302d-5p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
"dummy","dummy","","","false","mir-302d-5p/mir-18b-5p",NA,NA
"dummy","dummy","","","false","mir-526b-3p/mir-372-3p",NA,NA
"dummy","dummy","","","false","mir-20b-5p/mir-106a-5p",NA,NA
"mirna","mirna","","mir-372-3p","false","mir-372-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
"dummy","dummy","","","false","mir-372-3p/mir-520d-3p",NA,NA
"dummy","dummy","","","false","mir-106a-5p/mir-372-3p",NA,NA
"dummy","dummy","","","false","mir-20b-5p/mir-372-3p",NA,NA
"dummy","dummy","","","false","mir-106a-5p/mir-181d-5p",NA,NA
"dummy","dummy","","","false","mir-526b-3p/mir-378a-3p",NA,NA
"dummy","dummy","","","false","mir-92b-3p/mir-106a-5p",NA,NA
"dummy","dummy","","","false","mir-548j-5p/mir-301b-3p",NA,NA
"mirna","mirna","","mir-335-3p","false","mir-335-3p","miR-335-3p","hsa-mir-335"
"dummy","dummy","","","false","mir-335-3p/mir-192-5p",NA,NA
"dummy","dummy","","","false","let-7c-5p/mir-219a-1-3p",NA,NA
"dummy","dummy","","","false","mir-302c-3p/mir-29b-3p",NA,NA
"dummy","dummy","","","false","mir-20b-5p/mir-766-3p",NA,NA
"dummy","dummy","","","false","mir-520d-3p/mir-302c-3p",NA,NA
"mirna","mirna","","mir-302d-3p","false","mir-302d-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
"dummy","dummy","","","false","mir-302d-3p/mir-373-3p",NA,NA
"dummy","dummy","","","false","mir-302d-3p/mir-629-3p",NA,NA
"dummy","dummy","","","false","mir-512-3p/mir-302c-3p",NA,NA
"dummy","dummy","","","false","mir-302d-3p/mir-372-3p",NA,NA
"dummy","dummy","","","false","mir-302d-3p/mir-142-3p",NA,NA
"mirna","mirna","","mir-629-3p","false","mir-629-3p","miR-629-3p","hsa-mir-629"
"dummy","dummy","","","false","mir-629-3p/mir-302a-3p",NA,NA
"dummy","dummy","","","false","mir-302c-3p/mir-372-3p",NA,NA
"dummy","dummy","","","false","mir-373-3p/mir-302a-3p",NA,NA
"dummy","dummy","","","false","mir-301b-3p/mir-371a-5p",NA,NA
"dummy","dummy","","","false","mir-301b-3p/mir-373-5p",NA,NA
"dummy","dummy","","","false","mir-181d-5p/mir-149-3p",NA,NA
"mirna","mirna","","mir-486-5p","false","mir-486-5p","miR-486-5p",NA
"dummy","dummy","","","false","mir-486-5p/mir-92b-3p",NA,NA
"mirna","mirna","","mir-378c","false","mir-378c","miR-378-3p","hsa-mir-378c"
"dummy","dummy","","","false","mir-378c/mir-671-3p",NA,NA
"dummy","dummy","","","false","mir-378c/mir-411-3p",NA,NA
"mirna","mirna","","mir-142-5p","false","mir-142-5p","miR-142-5p","hsa-mir-142,hsa-mir-4736"
"dummy","dummy","","","false","mir-142-5p/mir-320d",NA,NA
"dummy","dummy","","","false","mir-497-3p/mir-200b-3p",NA,NA
"dummy","dummy","","","false","mir-497-5p/mir-302c-3p",NA,NA
"dummy","dummy","","","false","mir-497-5p/mir-302d-3p",NA,NA
"dummy","dummy","","","false","mir-302c-3p/mir-18a-3p",NA,NA
"mirna","mirna","","mir-548f-3p","false","mir-548f-3p","miR-548az-3p/548ar-3p/548a-3p/548e-3p/548f-3p","hsa-mir-548f-2"
"dummy","dummy","","","false","mir-548f-3p/mir-33a-3p",NA,NA
"dummy","dummy","","","false","mir-302c-3p/mir-195-5p",NA,NA
"dummy","dummy","","","false","mir-34b-5p/mir-302b-3p",NA,NA
"dummy","dummy","","","false","mir-497-5p/mir-302a-3p",NA,NA
"dummy","dummy","","","false","mir-302d-3p/mir-18a-3p",NA,NA
"dummy","dummy","","","false","mir-378c/mir-378a-3p",NA,NA
"dummy","dummy","","","false","mir-3609/mir-519d-3p",NA,NA
"mirna","mirna","","mir-3662","false","mir-3662","miR-3662","hsa-mir-3662"
"dummy","dummy","","","false","mir-3662/mir-122-5p",NA,NA
"dummy","dummy","","","false","mir-182-5p/mir-541-3p",NA,NA
"dummy","dummy","","","false","mir-1226-3p/mir-582-5p",NA,NA
"mirna","mirna","","mir-200c-3p","false","mir-200c-3p","miR-200bc-3p/429","hsa-mir-200c,hsa-mir-141"
"dummy","dummy","","","false","mir-200c-3p/mir-33a-3p",NA,NA
"mirna","mirna","","mir-520a-5p","false","mir-520a-5p","miR-525-5p","hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f"
"dummy","dummy","","","false","mir-520a-5p/mir-301b-3p",NA,NA
"dummy","dummy","","","false","mir-3065-3p/mir-424-5p",NA,NA
"dummy","dummy","","","false","mir-582-5p/mir-3065-3p",NA,NA
"dummy","dummy","","","false","mir-577/mir-455-3p",NA,NA
"dummy","dummy","","","false","mir-335-5p/mir-493-3p",NA,NA
"mirna","mirna","","mir-34c-5p","false","mir-34c-5p","miR-34-5p/449-5p","hsa-mir-34b,hsa-mir-34c"
"dummy","dummy","","","false","mir-34c-5p/mir-124-3p",NA,NA
"dummy","dummy","","","false","mir-7-1-3p/mir-29c-3p",NA,NA
"mirna","mirna","","mir-155-5p","false","mir-155-5p","miR-155-5p","hsa-mir-155"
"dummy","dummy","","","false","mir-155-5p/mir-211-5p",NA,NA
"dummy","dummy","","","false","mir-194-3p/mir-377-5p",NA,NA
"dummy","dummy","","","false","mir-665/mir-224-5p",NA,NA
"dummy","dummy","","","false","mir-181d-5p/mir-138-5p",NA,NA
"dummy","dummy","","","false","mir-194-3p/mir-485-5p",NA,NA
"dummy","dummy","","","false","mir-942-5p/mir-216a-5p",NA,NA
"mirna","mirna","","mir-196a-5p","false","mir-196a-5p","miR-196-5p","hsa-mir-196a-1"
"dummy","dummy","","","false","mir-196a-5p/mir-92b-5p",NA,NA
"mirna","mirna","","mir-509-3-5p","false","mir-509-3-5p","miR-509-3-5p/509-5p/4418","hsa-mir-514b,hsa-mir-509-2,hsa-mir-509-3,hsa-mir-509-1"
"dummy","dummy","","","false","mir-509-3-5p/mir-204-5p",NA,NA
"dummy","dummy","","","false","mir-129-5p/mir-204-5p",NA,NA
"dummy","dummy","","","false","mir-506-3p/mir-204-5p",NA,NA
"dummy","dummy","","","false","mir-127-5p/mir-205-5p",NA,NA
"mirna","mirna","","mir-487a-3p","false","mir-487a-3p","miR-154-3p/487-3p","hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377"
"dummy","dummy","","","false","mir-487a-3p/mir-205-5p",NA,NA
"dummy","dummy","","","false","mir-205-5p/mir-1305",NA,NA
"dummy","dummy","","","false","mir-539-5p/mir-940",NA,NA
"dummy","dummy","","","false","mir-155-5p/mir-497-5p",NA,NA
"dummy","dummy","","","false","mir-519d-3p/mir-642a-5p",NA,NA
"mirna","mirna","","mir-520h","false","mir-520h","miR-520g-3p","hsa-mir-518d,hsa-mir-516b-1,hsa-mir-518a-2,hsa-mir-517c,hsa-mir-520h,hsa-mir-521-1,hsa-mir-522,hsa-mir-519a-1"
"dummy","dummy","","","false","mir-520h/mir-642a-5p",NA,NA
"dummy","dummy","","","false","mir-29a-3p/mir-195-5p",NA,NA
"dummy","dummy","","","false","mir-520c-3p/mir-29c-3p",NA,NA
"dummy","dummy","","","false","mir-29c-3p/mir-519d-3p",NA,NA
"dummy","dummy","","","false","mir-29b-3p/mir-520a-3p",NA,NA
"dummy","dummy","","","false","mir-29c-3p/mir-195-5p",NA,NA
"dummy","dummy","","","false","mir-29c-3p/mir-526b-3p",NA,NA
"dummy","dummy","","","false","mir-29b-3p/mir-526b-3p",NA,NA
"dummy","dummy","","","false","mir-29b-3p/mir-519d-3p",NA,NA
"dummy","dummy","","","false","mir-29c-3p/mir-518c-5p",NA,NA
"dummy","dummy","","","false","mir-520c-3p/mir-29b-3p",NA,NA
"dummy","dummy","","","false","mir-29a-3p/mir-502-5p",NA,NA
"dummy","dummy","","","false","mir-29b-3p/mir-518c-5p",NA,NA
"dummy","dummy","","","false","mir-29b-3p/mir-195-5p",NA,NA
"mirna","mirna","","mir-3922-3p","false","mir-3922-3p","miR-3176/3922-3p","hsa-mir-3922"
"dummy","dummy","","","false","mir-3922-3p/mir-302c-3p",NA,NA
"dummy","dummy","","","false","mir-3922-3p/mir-302a-3p",NA,NA
"dummy","dummy","","","false","mir-3922-3p/mir-367-3p",NA,NA
"dummy","dummy","","","false","mir-3922-3p/mir-302d-3p",NA,NA
"dummy","dummy","","","false","mir-335-3p/mir-429",NA,NA
"dummy","dummy","","","false","mir-34c-5p/mir-548e-3p",NA,NA
"dummy","dummy","","","false","mir-342-5p/mir-129-2-3p",NA,NA
"dummy","dummy","","","false","mir-129-5p/mir-149-3p",NA,NA
"mirna","mirna","","mir-367-3p","false","mir-367-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
"dummy","dummy","","","false","mir-367-3p/mir-182-5p",NA,NA
"dummy","dummy","","","false","mir-367-3p/mir-183-3p",NA,NA
"mirna","mirna","","mir-381-3p","false","mir-381-3p","miR-381-3p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485"
"dummy","dummy","","","false","mir-381-3p/mir-411-3p",NA,NA
"dummy","dummy","","","false","mir-381-3p/mir-654-3p",NA,NA
"dummy","dummy","","","false","mir-92b-3p/mir-3065-5p",NA,NA
"mirna","mirna","","mir-744-3p","false","mir-744-3p","miR-744-3p","hsa-mir-744"
"dummy","dummy","","","false","mir-744-3p/mir-92b-3p",NA,NA
"dummy","dummy","","","false","mir-92b-3p/mir-541-3p",NA,NA
"dummy","dummy","","","false","mir-1305/mir-183-5p",NA,NA
"mirna","mirna","","mir-183-5p","false","mir-183-5p",NA,"hsa-mir-182,hsa-mir-96,hsa-mir-183"
"dummy","dummy","","","false","mir-183-5p/mir-500a-5p",NA,NA
"dummy","dummy","","","false","mir-378c/mir-188-3p",NA,NA
"mirna","mirna","","mir-1270","false","mir-1270","miR-1270",NA
"dummy","dummy","","","false","mir-1270/mir-376b-3p",NA,NA
"mirna","mirna","","mir-142-3p","false","mir-142-3p",NA,"hsa-mir-142,hsa-mir-4736"
"dummy","dummy","","","false","mir-142-3p/mir-519e-3p",NA,NA
"dummy","dummy","","","false","mir-452-3p/mir-491-5p",NA,NA
"dummy","dummy","","","false","mir-204-5p/mir-653-5p",NA,NA
"dummy","dummy","","","false","mir-183-5p/mir-301b-3p",NA,NA
"dummy","dummy","","","false","mir-20b-5p/mir-520d-3p",NA,NA
"dummy","dummy","","","false","mir-526b-3p/mir-20b-5p",NA,NA
"dummy","dummy","","","false","mir-302d-3p/mir-485-5p",NA,NA
"dummy","dummy","","","false","mir-302c-3p/mir-296-5p",NA,NA
"dummy","dummy","","","false","mir-512-3p/mir-20b-5p",NA,NA
"mirna","mirna","","mir-485-5p","false","mir-485-5p","miR-485-5p","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409"
"dummy","dummy","","","false","mir-485-5p/mir-302a-3p",NA,NA
"mirna","mirna","","let-7f-2-3p","false","let-7f-2-3p","let-7f-2-3p/1185-3p","hsa-mir-98,hsa-let-7f-2"
"dummy","dummy","","","false","let-7f-2-3p/mir-942-5p",NA,NA
"dummy","dummy","","","false","mir-1270/mir-296-3p",NA,NA
"dummy","dummy","","","false","mir-34b-5p/mir-150-3p",NA,NA
"mirna","mirna","","mir-520g-3p","false","mir-520g-3p","miR-520g-3p","hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g,hsa-mir-516b-2,hsa-mir-526a-2,hsa-mir-518e,hsa-mir-518a-1"
"dummy","dummy","","","false","mir-520g-3p/mir-20b-5p",NA,NA
"dummy","dummy","","","false","mir-142-5p/mir-9-5p",NA,NA
"dummy","dummy","","","false","mir-92b-3p/mir-130b-3p",NA,NA
"mirna","mirna","","mir-329-3p","false","mir-329-3p","miR-329-3p/362-3p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"dummy","dummy","","","false","mir-329-3p/mir-223-5p",NA,NA
"dummy","dummy","","","false","mir-642a-5p/mir-511-5p",NA,NA
"dummy","dummy","","","false","mir-676-3p/mir-219a-1-3p",NA,NA
"dummy","dummy","","","false","mir-130b-5p/mir-183-3p",NA,NA
"dummy","dummy","","","false","mir-130b-3p/mir-183-3p",NA,NA
"mirna","mirna","","mir-656-3p","false","mir-656-3p","miR-656-3p","hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"dummy","dummy","","","false","mir-656-3p/mir-767-5p",NA,NA
"dummy","dummy","","","false","mir-127-5p/mir-96-5p",NA,NA
"dummy","dummy","","","false","mir-497-3p/mir-3609",NA,NA
"mirna","mirna","","mir-18a-3p","false","mir-18a-3p","miR-18a-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"dummy","dummy","","","false","mir-18a-3p/mir-519d-3p",NA,NA
"dummy","dummy","","","false","mir-9-3p/mir-548f-3p",NA,NA
