miRNA1,miRNA2,miRNAPair,CancerTypes,count,BLCA,BRCA,CESC,COAD,ESCA,HNSC,KICH,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,PAAD,PCPG,PRAD,SARC,STAD,TGCT,THCA,THYM,UCEC
hsa-mir-127-5p,hsa-mir-369-3p,hsa-mir-127-5p/hsa-mir-369-3p,LGG - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-127-5p,hsa-mir-377-3p,hsa-mir-127-5p/hsa-mir-377-3p,LGG - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1270,hsa-mir-188-5p,hsa-mir-1270/hsa-mir-188-5p,KIRP - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1271-5p,hsa-mir-142-3p,hsa-mir-1271-5p/hsa-mir-142-3p,THYM - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.002398081534772182,0.0
hsa-mir-129-5p,hsa-mir-192-5p,hsa-mir-129-5p/hsa-mir-192-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-129-5p,hsa-mir-7-5p,hsa-mir-129-5p/hsa-mir-7-5p,PAAD - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-130a-3p,hsa-mir-130b-3p,hsa-mir-130a-3p/hsa-mir-130b-3p,UCEC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.05
hsa-mir-130a-3p,hsa-mir-133b,hsa-mir-130a-3p/hsa-mir-133b,HNSC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-130a-3p,hsa-mir-17-5p,hsa-mir-130a-3p/hsa-mir-17-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-130a-3p,hsa-mir-182-5p,hsa-mir-130a-3p/hsa-mir-182-5p,HNSC - SARC,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-130a-3p,hsa-mir-20a-5p,hsa-mir-130a-3p/hsa-mir-20a-5p,SARC - LIHC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-130a-3p,hsa-mir-29b-3p,hsa-mir-130a-3p/hsa-mir-29b-3p,HNSC - LUAD,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-130a-3p,hsa-mir-362-3p,hsa-mir-130a-3p/hsa-mir-362-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-130a-3p,hsa-mir-503-5p,hsa-mir-130a-3p/hsa-mir-503-5p,HNSC - SARC,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-130a-3p,hsa-mir-96-5p,hsa-mir-130a-3p/hsa-mir-96-5p,HNSC - UCEC,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-mir-130b-3p,hsa-mir-19b-3p,hsa-mir-130b-3p/hsa-mir-19b-3p,BRCA - STAD,2,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-130b-3p,hsa-mir-200c-3p,hsa-mir-130b-3p/hsa-mir-200c-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-130b-3p,hsa-mir-301b-3p,hsa-mir-130b-3p/hsa-mir-301b-3p,CESC - BLCA,2,0.0018214936247723133,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-130b-3p,hsa-mir-93-3p,hsa-mir-130b-3p/hsa-mir-93-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-130b-3p,hsa-mir-93-5p,hsa-mir-130b-3p/hsa-mir-93-5p,THYM - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.002398081534772182,0.0
hsa-mir-130b-3p,hsa-mir-940,hsa-mir-130b-3p/hsa-mir-940,UCEC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.05
hsa-mir-130b-3p,hsa-mir-96-5p,hsa-mir-130b-3p/hsa-mir-96-5p,BRCA - TGCT,2,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-130b-5p,hsa-mir-324-5p,hsa-mir-130b-5p/hsa-mir-324-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-130b-5p,hsa-mir-33a-3p,hsa-mir-130b-5p/hsa-mir-33a-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-130b-5p,hsa-mir-96-5p,hsa-mir-130b-5p/hsa-mir-96-5p,TGCT - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0017421602787456446,0.0,0.0,0.0
hsa-mir-133a-3p,hsa-mir-31-5p,hsa-mir-133a-3p/hsa-mir-31-5p,HNSC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-135b-5p,hsa-mir-19b-3p,hsa-mir-135b-5p/hsa-mir-19b-3p,BRCA - HNSC,2,0.0,0.005813953488372093,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-135b-5p,hsa-mir-20a-5p,hsa-mir-135b-5p/hsa-mir-20a-5p,HNSC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-135b-5p,hsa-mir-425-5p,hsa-mir-135b-5p/hsa-mir-425-5p,HNSC - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-135b-5p,hsa-mir-589-3p,hsa-mir-135b-5p/hsa-mir-589-3p,COAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-135b-5p,hsa-mir-92a-1-5p,hsa-mir-135b-5p/hsa-mir-92a-1-5p,THYM - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.002398081534772182,0.0
hsa-mir-135b-5p,hsa-mir-96-5p,hsa-mir-135b-5p/hsa-mir-96-5p,HNSC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-141-3p,hsa-mir-17-5p,hsa-mir-141-3p/hsa-mir-17-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-141-3p,hsa-mir-200a-3p,hsa-mir-141-3p/hsa-mir-200a-3p,HNSC - LIHC,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-141-3p,hsa-mir-200b-3p,hsa-mir-141-3p/hsa-mir-200b-3p,LGG - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-141-3p,hsa-mir-20a-5p,hsa-mir-141-3p/hsa-mir-20a-5p,HNSC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-141-3p,hsa-mir-93-5p,hsa-mir-141-3p/hsa-mir-93-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-141-3p,hsa-mir-96-5p,hsa-mir-141-3p/hsa-mir-96-5p,HNSC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-142-3p,hsa-mir-142-5p,hsa-mir-142-3p/hsa-mir-142-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-142-3p,hsa-mir-192-5p,hsa-mir-142-3p/hsa-mir-192-5p,BRCA - STAD,2,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-142-3p,hsa-mir-26b-3p,hsa-mir-142-3p/hsa-mir-26b-3p,BRCA - STAD,2,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-142-3p,hsa-mir-942-5p,hsa-mir-142-3p/hsa-mir-942-5p,KIRP - THYM,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-142-5p,hsa-mir-17-5p,hsa-mir-142-5p/hsa-mir-17-5p,THYM - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.002398081534772182,0.0
hsa-mir-142-5p,hsa-mir-20a-5p,hsa-mir-142-5p/hsa-mir-20a-5p,THYM - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.002398081534772182,0.0
hsa-mir-142-5p,hsa-mir-20b-5p,hsa-mir-142-5p/hsa-mir-20b-5p,HNSC - THYM,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-142-5p,hsa-mir-93-5p,hsa-mir-142-5p/hsa-mir-93-5p,THYM - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.002398081534772182,0.0
hsa-mir-145-5p,hsa-mir-299-5p,hsa-mir-145-5p/hsa-mir-299-5p,LGG - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-145-5p,hsa-mir-29b-3p,hsa-mir-145-5p/hsa-mir-29b-3p,SARC - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-145-5p,hsa-mir-30a-3p,hsa-mir-145-5p/hsa-mir-30a-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148a-3p,hsa-mir-17-5p,hsa-mir-148a-3p/hsa-mir-17-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148a-3p,hsa-mir-182-5p,hsa-mir-148a-3p/hsa-mir-182-5p,STAD - THCA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.018867924528301886,0.0,0.0
hsa-mir-148a-3p,hsa-mir-19a-3p,hsa-mir-148a-3p/hsa-mir-19a-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148a-3p,hsa-mir-19b-1-5p,hsa-mir-148a-3p/hsa-mir-19b-1-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148a-3p,hsa-mir-221-5p,hsa-mir-148a-3p/hsa-mir-221-5p,STAD - THCA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.018867924528301886,0.0,0.0
hsa-mir-148a-3p,hsa-mir-362-3p,hsa-mir-148a-3p/hsa-mir-362-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148a-3p,hsa-mir-625-3p,hsa-mir-148a-3p/hsa-mir-625-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148a-3p,hsa-mir-7-5p,hsa-mir-148a-3p/hsa-mir-7-5p,LGG - THCA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0
hsa-mir-148a-3p,hsa-mir-92a-1-5p,hsa-mir-148a-3p/hsa-mir-92a-1-5p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148a-3p,hsa-mir-93-3p,hsa-mir-148a-3p/hsa-mir-93-3p,SARC - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148a-3p,hsa-mir-96-5p,hsa-mir-148a-3p/hsa-mir-96-5p,STAD - THCA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.018867924528301886,0.0,0.0
hsa-mir-148b-5p,hsa-mir-200b-3p,hsa-mir-148b-5p/hsa-mir-200b-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148b-5p,hsa-mir-200c-3p,hsa-mir-148b-5p/hsa-mir-200c-3p,LGG - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148b-5p,hsa-mir-219a-1-3p,hsa-mir-148b-5p/hsa-mir-219a-1-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-148b-5p,hsa-mir-429,hsa-mir-148b-5p/hsa-mir-429,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-149-5p,hsa-mir-299-5p,hsa-mir-149-5p/hsa-mir-299-5p,LGG - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-149-5p,hsa-mir-324-5p,hsa-mir-149-5p/hsa-mir-324-5p,BRCA - STAD,2,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-149-5p,hsa-mir-331-3p,hsa-mir-149-5p/hsa-mir-331-3p,LGG - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-150-5p,hsa-mir-33b-5p,hsa-mir-150-5p/hsa-mir-33b-5p,THYM - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-153-3p,hsa-mir-425-5p,hsa-mir-153-3p/hsa-mir-425-5p,BRCA - STAD,2,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-155-5p,hsa-mir-29b-3p,hsa-mir-155-5p/hsa-mir-29b-3p,HNSC - SARC,2,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-15b-5p,hsa-mir-17-5p,hsa-mir-15b-5p/hsa-mir-17-5p,THYM - SARC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-16-2-3p,hsa-mir-18a-5p,hsa-mir-16-2-3p/hsa-mir-18a-5p,THYM - LGG,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766478342749529E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-16-2-3p,hsa-mir-625-5p,hsa-mir-16-2-3p/hsa-mir-625-5p,COAD - STAD,2,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-17-5p,hsa-mir-181a-5p,hsa-mir-17-5p/hsa-mir-181a-5p,THYM - SARC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-17-5p,hsa-mir-183-5p,hsa-mir-17-5p/hsa-mir-183-5p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-17-5p,hsa-mir-19b-1-5p,hsa-mir-17-5p/hsa-mir-19b-1-5p,SARC - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.0,0.0
hsa-mir-17-5p,hsa-mir-200a-3p,hsa-mir-17-5p/hsa-mir-200a-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-17-5p,hsa-mir-20b-5p,hsa-mir-17-5p/hsa-mir-20b-5p,THYM - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-17-5p,hsa-mir-301b-3p,hsa-mir-17-5p/hsa-mir-301b-3p,THYM - LIHC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-17-5p,hsa-mir-335-3p,hsa-mir-17-5p/hsa-mir-335-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-17-5p,hsa-mir-625-3p,hsa-mir-17-5p/hsa-mir-625-3p,THYM - STAD,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.002398081534772182,0.0
hsa-mir-181a-5p,hsa-mir-181b-5p,hsa-mir-181a-5p/hsa-mir-181b-5p,THYM - SARC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-181a-5p,hsa-mir-20a-5p,hsa-mir-181a-5p/hsa-mir-20a-5p,THYM - SARC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-181b-5p,hsa-mir-7-5p,hsa-mir-181b-5p/hsa-mir-7-5p,THYM - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772182,0.0
hsa-mir-182-5p,hsa-mir-18a-5p,hsa-mir-182-5p/hsa-mir-18a-5p,HNSC - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-182-5p,hsa-mir-200c-3p,hsa-mir-182-5p/hsa-mir-200c-3p,STAD - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011737089201877935,0.0,0.0,0.0,0.0
hsa-mir-182-5p,hsa-mir-20a-3p,hsa-mir-182-5p/hsa-mir-20a-3p,HNSC - BLCA,2,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
