"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","mRNA_pvalue","mRNA_logFC"
2335,"FN1","hsa-mir-539-5p","hsa-mir-218-5p",0.054,0.05,0.001,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10216094'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10961347'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11156738'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11565810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15120641'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15589214'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18626747'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2443508'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27568842'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28448958'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28836210'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28869677'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2963329'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30204936'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30691475'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30975024'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/3470294'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/3790566'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",23.0867791038294,21.9479239076105,0.429265518071761,0.176642789210016
2335,"FN1","hsa-mir-539-5p","hsa-mir-511-5p",0.0395,0.1795,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10216094'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10961347'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11156738'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11565810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15120641'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15589214'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18626747'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2443508'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27568842'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28448958'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28836210'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28869677'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2963329'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30204936'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30691475'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30975024'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31273315'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/3470294'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/3790566'>PubMedLink</a>"," tarbase "," tarbase ",23.1209731587671,21.9970938287968,0.429265518071761,0.176642789210016
2355,"FOSL2","hsa-mir-30b-3p","hsa-mir-30c-2-3p",0.022,0.05,0.007,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/20837772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29330462'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",19.3536091075344,18.2491208023027,0.997037608414692,0.000864244030819157
2355,"FOSL2","hsa-mir-483-3p","hsa-mir-19b-3p",0.0365,0.02,0.0095,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/20837772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29330462'>PubMedLink</a>"," tarbase "," tarbase ",19.2461950552528,18.0416609750901,0.997037608414692,0.000864244030819157
2355,"FOSL2","hsa-mir-483-3p","hsa-mir-30c-2-3p",0.0265,0.0445,0.009,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/20837772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29330462'>PubMedLink</a>"," tarbase ","mirtarbase  ",19.3178872807175,18.1561524056475,0.997037608414692,0.000864244030819157
2355,"FOSL2","hsa-mir-539-5p","hsa-mir-30b-3p",0.0785,0.0245,0.0085,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/20837772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29330462'>PubMedLink</a>"," tarbase ","mirtarbase  ",19.2520226472989,18.1867240735089,0.997037608414692,0.000864244030819157
2444,"FRK","hsa-mir-106a-5p","hsa-mir-628-5p",0.023,0.0125,0.003,FALSE,"NA","NA","NA"," tarbase "," tarbase ",14.2415737454256,12.6034191489734,0.512806498684355,-0.176958733076722
2444,"FRK","hsa-mir-212-3p","hsa-mir-2110",0.0105,0.013,0,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",14.6288007172766,12.6924726619893,0.512806498684355,-0.176958733076722
2444,"FRK","hsa-mir-628-5p","hsa-mir-9-3p",0.013,0.6485,0.004,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",14.6228057898037,12.4309204698068,0.512806498684355,-0.176958733076722
2444,"FRK","hsa-mir-9-3p","hsa-mir-20b-5p",0.622,0.0315,0.0085,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",14.3822963577693,13.2783103068214,0.512806498684355,-0.176958733076722
2628,"GATM","hsa-let-7c-5p","hsa-mir-143-3p",0.1035,0.015,0.0015,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/29330462'>PubMedLink</a>","NA","mirtarbase tarbase "," tarbase ",15.6801492063535,13.412991639202,0.128974558755402,-0.359012873385056
2628,"GATM","hsa-mir-143-3p","hsa-mir-100-5p",0.014,0.149,0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29330462'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",17.0051839796204,15.266415689344,0.128974558755402,-0.359012873385056
2628,"GATM","hsa-mir-192-5p","hsa-mir-100-5p",0.3685,0.13,0.008,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29731868'>PubMedLink</a>","NA","NA","mirtarbase tarbase "," tarbase ",16.1287175747177,14.4527064197725,0.128974558755402,-0.359012873385056
2683,"B4GALT1","hsa-mir-590-3p","hsa-mir-181d-5p",0.0575,0.068,0.0045,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30257395'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",19.8859371064402,18.6879228241091,0.84895200202914,0.044123241411372
2752,"GLUL","hsa-let-7e-5p","hsa-mir-1301-3p",0.044,0.149,0.0045,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase  ",20.9890929500015,19.7621383344841,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-let-7e-5p","hsa-mir-455-3p",0.045,0.0115,5e-04,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase  ",20.7168957963095,19.4728497037511,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-mir-1301-3p","hsa-mir-455-3p",0.145,0.019,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",20.6768052544637,19.3522550148704,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-mir-149-5p","hsa-mir-455-3p",0.0895,0.024,0.003,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30014744'>PubMedLink</a>","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",20.567833948324,19.4016624074563,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-mir-183-5p","hsa-mir-500a-3p",0.0495,0.214,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>","mirtarbase  "," tarbase ",20.6768052544637,19.5387925942076,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-mir-21-3p","hsa-let-7e-5p",0.0575,0.048,0.001,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",20.8709429082572,19.5816695692244,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-mir-21-3p","hsa-mir-1301-3p",0.059,0.1175,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>"," tarbase ","mirtarbase  ",20.9575535788649,19.9568428650503,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-mir-497-3p","hsa-mir-183-5p",0.1305,0.039,0.003,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>"," tarbase ","mirtarbase  ",20.5727712653692,19.2825124685058,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-mir-500a-3p","hsa-mir-455-3p",0.227,0.015,0.001,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>"," tarbase ","mirtarbase  ",20.5127224094307,19.4267721779991,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-mir-744-3p","hsa-let-7e-5p",0.013,0.041,0.0015,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>","mirtarbase  ","mirtarbase tarbase ",20.8709429082572,19.5796899405744,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-mir-744-3p","hsa-mir-500a-3p",0.0165,0.214,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>","mirtarbase  "," tarbase ",20.612095449598,19.4267721779991,0.846936717535524,0.0443647634864044
2752,"GLUL","hsa-mir-93-3p","hsa-mir-455-3p",0.1725,0.033,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15736433'>PubMedLink</a>"," tarbase ","mirtarbase  ",20.6768052544637,19.6145359807102,0.846936717535524,0.0443647634864044
2920,"CXCL2","hsa-mir-27b-3p","hsa-mir-215-5p",0.012,0.8515,0.002,FALSE,"NA","NA","NA"," tarbase "," tarbase ",15.473962617486,12.2793525724327,0.690582174381735,-0.104211284544751
3082,"HGF","hsa-mir-16-1-3p","hsa-mir-497-5p",0.409,0.4745,0.005,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10685632'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10867643'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12368906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12388161'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14524531'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16849525'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17243166'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19588509'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23320110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27779808'>PubMedLink</a>"," tarbase "," tarbase ",15.8439799311483,13.5321529931346,0.588474124236193,-0.137788189039521
3213,"HOXB3","hsa-mir-330-3p","hsa-mir-590-3p",0.3975,0.09,0.0035,TRUE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30257395'>PubMedLink</a>","NA"," tarbase "," tarbase ",16.57092422681,15.2980385766713,0.7479601957441,0.0844746715970415
3303,"HSPA1A","hsa-mir-143-3p","hsa-mir-424-5p",0.1005,0.5095,0.0095,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/29330462'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",19.8303525868925,16.0558888803937,0.764527918018824,-0.0683076065060804
3339,"HSPG2","hsa-mir-15b-5p","hsa-mir-192-3p",0.031,0.023,5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSARC/30093112'>PubMedLink</a>","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/19179614'>PubMedLink</a>"," tarbase "," tarbase ",19.8838226636813,18.3910517284657,0.85795921899495,0.0420376643919217
3339,"HSPG2","hsa-mir-22-3p","hsa-mir-214-3p",0.0555,0.021,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/19179614'>PubMedLink</a>"," tarbase "," tarbase ",20.2987430607901,19.0186178205104,0.85795921899495,0.0420376643919217
3339,"HSPG2","hsa-mir-362-5p","hsa-mir-192-3p",0.024,0.017,0.0065,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/19179614'>PubMedLink</a>"," tarbase "," tarbase ",19.9939231547759,18.7475980049506,0.85795921899495,0.0420376643919217
3339,"HSPG2","hsa-mir-424-5p","hsa-mir-192-3p",0.0335,0.019,0.008,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/19179614'>PubMedLink</a>"," tarbase "," tarbase ",19.9939231547759,18.8528637115972,0.85795921899495,0.0420376643919217
3339,"HSPG2","hsa-mir-940","hsa-mir-542-5p",0.021,0.2805,0.0085,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/26498360'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/19179614'>PubMedLink</a>"," tarbase "," tarbase ",20.2561986810937,19.1382947808499,0.85795921899495,0.0420376643919217
3371,"TNC","hsa-mir-125a-3p","hsa-mir-505-3p",0.0165,0.227,0.0025,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11565810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11721178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12168675'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1374030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16157221'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19951606'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24063281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24598996'>PubMedLink</a>"," tarbase "," tarbase ",21.442029862169,20.2702432476338,0.553993409887516,0.140364595746986
3371,"TNC","hsa-mir-193a-3p","hsa-mir-330-3p",0.1295,0.055,0.004,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11565810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11721178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12168675'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1374030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16157221'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19951606'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24063281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24598996'>PubMedLink</a>"," tarbase "," tarbase ",21.0265987954467,18.8117618996225,0.553993409887516,0.140364595746986
3371,"TNC","hsa-mir-30c-2-3p","hsa-mir-328-3p",0.2945,0.073,0.007,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/30936722'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/11565810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11721178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12168675'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1374030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16157221'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19951606'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24063281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24598996'>PubMedLink</a>"," tarbase "," tarbase ",21.4178108014873,18.8138957261058,0.553993409887516,0.140364595746986
3371,"TNC","hsa-mir-30c-2-3p","hsa-mir-874-3p",0.336,0.377,0.004,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11565810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11721178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12168675'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1374030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16157221'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19951606'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24063281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24598996'>PubMedLink</a>"," tarbase "," tarbase ",21.3510905533221,18.4432164828339,0.553993409887516,0.140364595746986
3371,"TNC","hsa-mir-3127-5p","hsa-mir-616-5p",0.0495,0.1235,0.0015,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11565810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11721178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12168675'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1374030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16157221'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19951606'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24063281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24598996'>PubMedLink</a>"," tarbase "," tarbase ",21.6901901319907,20.2549504465494,0.553993409887516,0.140364595746986
3371,"TNC","hsa-mir-616-5p","hsa-mir-505-3p",0.1395,0.2015,0.009,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11565810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11721178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12168675'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1374030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16157221'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19951606'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24063281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24598996'>PubMedLink</a>"," tarbase "," tarbase ",21.5854455636926,20.0980607090265,0.553993409887516,0.140364595746986
3371,"TNC","hsa-mir-874-3p","hsa-mir-125a-3p",0.339,0.013,0.0015,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11565810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11721178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12168675'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1374030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16157221'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19951606'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24063281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24598996'>PubMedLink</a>"," tarbase "," tarbase ",21.442029862169,20.2156032003775,0.553993409887516,0.140364595746986
3400,"ID4","hsa-let-7f-1-3p","hsa-mir-421",0.1515,0.086,0.0015,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/26758431'>PubMedLink</a>","NA"," tarbase ","mirtarbase  ",18.3792115106542,15.9039669040569,0.47349756345835,-0.171963263602616
3400,"ID4","hsa-mir-324-3p","hsa-mir-432-5p",0.037,0.184,0.001,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",18.3502430415812,16.6546530320029,0.47349756345835,-0.171963263602616
3423,"IDS","hsa-mir-185-3p","hsa-mir-136-3p",0.6735,0.585,0.0095,FALSE,"NA","NA","NA","mirtarbase tarbase "," tarbase ",18.2049421555081,17.2001624200853,0.957730609315703,0.0127272372158737
3480,"IGF1R","hsa-let-7e-5p","hsa-mir-671-5p",0.025,0.014,0.006,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSARC/31393166'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/10446966'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11807989'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15055356'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18267106'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829562'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18855347'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20376536'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20807811'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21447712'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21866554'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23507142'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23527719'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24292683'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24924170'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25096247'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25427715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26306402'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26445453'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28572530'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28643781'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28810619'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29225052'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29563995'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30675224'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30732578'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30979001'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31545400'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31743769'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8083365'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9492043'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",17.5143728284962,16.3141070349417,0.759764148736227,-0.0754280770852679
3480,"IGF1R","hsa-mir-181a-2-3p","hsa-mir-19a-3p",0.4675,0.507,5e-04,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10446966'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11807989'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15055356'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18267106'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829562'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18855347'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20376536'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20807811'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21447712'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21866554'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23507142'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23527719'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24292683'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24924170'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25096247'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25427715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26306402'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26445453'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28572530'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28643781'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28810619'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29225052'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29563995'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30675224'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30732578'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30979001'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31545400'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31743769'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8083365'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9492043'>PubMedLink</a>"," tarbase "," tarbase ",17.5503419188568,16.5476469694518,0.759764148736227,-0.0754280770852679
